year,firm_ID,industry_ID,sales,OX,NFE,X,OA,FA,OL,FO,NOA,NFO,BE,lagged_BE,ROE,lagged_NOA,lagged_NFO,RNOA,PM,ATO,lagged_FLEV,NBC,ROE_DuPont,DuPont_gap
2019,2,1,4416.98,99.23,8.088746500036693,91.14,3740.78,2898.54,2171.83,3230.33,1568.9500000000003,331.78999999999996,1237.1600000000003,1183.71,0.07699520997541627,1547.19,363.48,0.0641356265229222,0.022465576027059217,2.8548400648918357,0.30706845426667007,0.022253621932531893,0.07699626893408294,-1.0589586666720496e-6
2020,2,1,4606.51,97.44,7.344431316269265,90.1,3823.98,3265.64,2184.43,3625.63,1639.5500000000002,359.99000000000024,1279.56,1237.1600000000003,0.07282809014193796,1568.9500000000003,331.78999999999996,0.062105229612160986,0.02115267306485821,2.9360464004589053,0.26818681496330293,0.022135782622349276,0.07282450829620317,3.5818457347902566e-6
2015,3,1,440789.92,-8246.19,188.31525962032907,-8434.51,69759.59,63529.92,31278.65,8390.5,38480.939999999995,-55139.42,93620.35999999999,NA,NA,NA,NA,NA,-0.01870775538605783,NA,NA,NA,NA,NA
2016,3,1,264724.73,3152.22,245.51542270084803,2906.7,66679.77,60246.71,30884.68,214.85,35795.090000000004,-60031.86,95826.95000000001,93620.35999999999,0.031047733634008673,38480.939999999995,-55139.42,0.0819163980921464,0.011907538823441241,6.879372749210389,-0.5889682543412567,-0.00445262976471004,0.031047782526142292,-4.889213361947142e-8
2017,3,1,260378.6,5403.41,349.43567286115376,5053.97,70503.83,60542.99,29973.69,892.31,40530.14,-59650.68,100180.82,95826.95000000001,0.05274059124286017,35795.090000000004,-60031.86,0.15095394368333756,0.020752127863042508,7.274142906191882,-0.6264611364548281,-0.005820837016563434,0.052740636398621116,-4.5155760942938716e-8
2018,3,1,251250.36,7001.84,397.0254620586077,6604.82,70766,65358.81,29595.73,1648.61,41170.270000000004,-63710.2,104880.47,100180.82,0.0659289872053353,40530.14,-59650.68,0.17275637340507582,0.027867979970257556,6.199099238245908,-0.5954301432150385,-0.006655841342606785,0.06592893268333593,5.452199937361346e-8
2019,3,1,254890.51,9116.46,458.9966341955992,8657.46,75076.32,69255.41,31964.67,2163.9,43111.65000000001,-67091.51000000001,110203.16000000002,104880.47,0.08254596875853054,41170.270000000004,-63710.2,0.22143308751679303,0.03576618054552128,6.191130395792886,-0.6074553250953204,-0.0072044450369893554,0.08254600085034325,-3.20918127072467e-8
2020,3,1,266675.81,13555.98,468.29223832292985,13087.69,76819.88,80170.59,34486.28,3891.52,42333.600000000006,-76279.06999999999,118612.67,110203.16000000002,0.1187596617011708,43111.65000000001,-67091.51000000001,0.31443890456523926,0.05083318205727021,6.185701776665935,-0.6087984228401436,-0.006979903095383154,0.11875964139029285,2.0310877951734696e-8
2015,4,1,39725.12,440.42,-3.5041381533990075,443.93,16626.5,15754,4980.04,15113.52,11646.46,-640.4799999999996,12286.939999999999,NA,NA,NA,NA,NA,0.011086687717998082,NA,NA,NA,NA,NA
2016,4,1,37981.34,406.14,21.8576566482477,384.28,16942.19,12811.88,4473.95,13139.09,12468.239999999998,327.21000000000095,12141.029999999997,12286.939999999999,0.03127548437609364,11646.46,-640.4799999999996,0.034872398995059443,0.01069314563414561,3.261191812791183,-0.052126892456543256,-0.034126993267936105,0.031275675094999435,-1.9071890579314132e-7
2017,4,1,39282.14,354.96,-10.049564910551885,365.01,17940.42,14240.99,5232.13,14728.73,12708.289999999997,487.7399999999998,12220.549999999997,12141.029999999997,0.03006417083229348,12468.239999999998,327.21000000000095,0.02846913437662413,0.009036167581501414,3.150576183968227,0.026950761179241056,-0.030712890530704612,0.030064134996005444,3.583628803427441e-8
2018,4,1,39489.45,289.86,-15.486507225758528,305.35,17670.57,14475.18,4652.51,15261.25,13018.06,786.0699999999997,12231.99,12220.549999999997,0.024986600439423766,12708.289999999997,487.7399999999998,0.022808733511747063,0.007340188328781486,3.1073771530237355,0.039911460613474836,-0.031751562770653496,0.02498631462788161,2.8581154215556737e-7
2019,4,1,38544.01,262.74,2.7267848518639135,260.01,17347.66,16062.78,4478.99,16648.34,12868.67,585.5599999999995,12283.11,12231.99,0.021256557600194244,13018.06,786.0699999999997,0.020182730760190077,0.0068166233871359,2.96081059697067,0.06426345999301829,0.0034688829898913767,0.021256820447706066,-2.6284751182201194e-7
2020,4,1,38169.72,269.39,3.520879569977698,265.87,17559.81,14310.51,4577.9,14913.11,12981.910000000002,602.6000000000004,12379.310000000001,12283.11,0.0216451696679424,12868.67,585.5599999999995,0.02093378725229569,0.007057688660016368,2.9660967294988527,0.04767196581321827,0.006012841672890397,0.021645098059857988,7.160808441347699e-8
2015,5,1,420761.86,11191.47,-862.8172073763714,12054.29,217325.71,97300.95,110877.02,57162.6,106448.68999999999,-40138.35,146587.03999999998,NA,NA,NA,NA,NA,0.026598109438911596,NA,NA,NA,NA,NA
2016,5,1,409491.04,4096.52,-1916.6320071473913,6013.15,217001.07,79202.36,96204.32,50176.22,120796.75,-29026.14,149822.89,146587.03999999998,0.04102102068504829,106448.68999999999,-40138.35,0.03848351727015148,0.010003930733136433,3.846839637011973,-0.2738192271294925,0.04775064264344178,0.04102103437757794,-1.3692529651776475e-8
2017,5,1,413161.01,4241.23,-1410.8091870268172,5652.04,233127.9,70255.6,93491.6,57778.16,139636.3,-12477.440000000002,152113.74,149822.89,0.03772480960686314,120796.75,-29026.14,0.03511046447855592,0.010265320050408434,3.4202990560590414,-0.19373635096746564,0.04860478131183882,0.037724804180634994,5.426228147364931e-9
2018,5,1,411007.27,2242.03,-598.194821784154,2840.22,246092.76,67800.88,94921.29,68421.97,151171.47000000003,621.0899999999965,150550.38000000003,152113.74,0.018671686068595775,139636.3,-12477.440000000002,0.016056211744367336,0.0054549643367622185,2.9434127802011374,-0.08202704108123306,0.047942111665866864,0.018671717767140262,-3.169854448717424e-8
2019,5,1,418723.93,12698.85,29.722073013224165,12669.13,247638.24,89789.57,117644.12,57325.84,129994.12,-32463.73000000001,162457.85,150550.38000000003,0.08415209579676913,151171.47000000003,621.0899999999965,0.08400295373194425,0.030327500030867593,2.7698608077304527,0.004125462851704502,0.04785469579807167,0.08415208202720427,1.3769564863319594e-8
2020,5,1,421763.28,16837.23,-1464.6767889851485,18301.91,250307.97,96107.05,125462.08,40954.86,124845.89,-55152.19,179998.08000000002,162457.85,0.11265635978809273,129994.12,-32463.73000000001,0.129523012271632,0.039921042912981895,3.2444796733883043,-0.19982863247297689,0.045117329061852965,0.11265634002287454,1.9765218184364386e-8
2015,6,1,26110.53,-2403.6,102.44528971338198,-2506.05,8654.31,5145.44,2885.32,3342.57,5768.99,-1802.8699999999994,7571.859999999999,NA,NA,NA,NA,NA,-0.09205481466672641,NA,NA,NA,NA,NA
2016,6,1,19820.3,-252.68,-57.82171577469801,-194.86,8808.52,4626.65,2165.4,3892.76,6643.120000000001,-733.8899999999994,7377.01,7571.859999999999,-0.025734760019334755,5768.99,-1802.8699999999994,-0.043799694573920224,-0.01274854568296141,3.435662048296149,-0.23810133837656794,0.03207203834702337,-0.025734533420494043,-2.2659884071213332e-7
2017,6,1,14239.64,-43.1,-24.651750365658327,-18.45,8855.96,4611.58,1766.3,4294.44,7089.659999999999,-317.1400000000003,7406.799999999999,7377.01,-0.002501013283159437,6643.120000000001,-733.8899999999994,-0.0064879153168992875,-0.0030267619125202605,2.1435169016967928,-0.09948339503403132,0.03359052496376616,-0.002500776010110013,-2.3727304942393682e-7
2018,6,1,13793.16,-39.52,-8.394458689726427,-31.13,9160.85,3990.5,1961.28,3979.9,7199.570000000001,-10.599999999999909,7210.17,7406.799999999999,-0.004202894637360264,7089.659999999999,-317.1400000000003,-0.005574315270407891,-0.002865188252728164,1.9455319437039296,-0.04281741102770432,0.02646925234825761,-0.004202292664885454,-6.019724748101279e-7
2019,6,1,14757.7,-243.01,-0.27909472064445723,-242.73,9215.77,4090.7,1993.15,4267.8,7222.620000000001,177.10000000000036,7045.52,7210.17,-0.033664948260581924,7199.570000000001,-10.599999999999909,-0.03375340471722616,-0.016466658083576707,2.049802974344301,-0.0014701456415035857,0.026329690626835812,-0.03366507381647804,1.2555589611745743e-7
2015,7,1,38978.69,281.63,-41.119439358499974,322.75,19228.77,11663.35,4440.86,13481.7,14787.91,1818.3500000000004,12969.56,NA,NA,NA,NA,NA,0.007225229991054086,NA,NA,NA,NA,NA
2016,7,1,38191.46,367.19,-40.70086904448482,407.89,18071.68,13081.66,4606.85,13237.85,13464.83,156.1900000000005,13308.64,12969.56,0.031449794750168854,14787.91,1818.3500000000004,0.024830418903009282,0.009614453074064201,2.5826137703029026,0.1402013638087954,-0.02238340750927204,0.03144986175664285,-6.700647399437987e-8
2017,7,1,36420.34,321.38,-1.4085731187354047,322.79,16681.45,13130.81,4264.43,12135.56,12417.02,-995.25,13412.27,13308.64,0.024254168720470315,13464.83,156.1900000000005,0.023868106764066088,0.008824189999324553,2.704849597061381,0.011735985044302085,-0.00901833099901018,0.024254061505813922,1.0721465639254579e-7
2018,7,1,37715.67,328.25,53.46436647504271,274.79,15312.06,14731.98,4237.55,12213.72,11074.509999999998,-2518.26,13592.769999999999,13412.27,0.02048795617744051,12417.02,-995.25,0.026435489352517754,0.008703279034947543,3.0374171902759275,-0.07420444115723886,-0.05371953426279097,0.020487630619198487,3.2555824202099015e-7
2019,7,1,40584.51,382.03,110.67654908033931,271.35,15721.34,15154.76,4443.5,12662.69,11277.84,-2492.0699999999997,13769.91,13592.769999999999,0.019962818468936064,11074.509999999998,-2518.26,0.034496334375064906,0.009413197301137797,3.664677714860523,-0.18526466643664247,-0.043949611668508935,0.019963072347995346,-2.538790592823692e-7
2020,7,1,40678.01,149.67,97.55701666507218,52.12,14933.11,17635.15,4704.28,14153.48,10228.830000000002,-3481.670000000002,13710.500000000004,13769.91,0.0037850646808875294,11277.84,-2492.0699999999997,0.013271158306909833,0.0036793835293319407,3.6068972427344246,-0.180979396379497,-0.039146980889410085,0.0037845551158234014,5.095650641279668e-7
2017,8,1,19369.48,-122.97,-12.701588407572414,-110.27,14433.8,5979.29,12078,3663.05,2355.7999999999993,-2316.24,4672.039999999999,NA,NA,NA,NA,NA,-0.006348647459818229,NA,NA,NA,NA,NA
2018,8,1,21597.98,-464.62,-23.5682424985639,-441.05,16345.42,7972.72,13912.28,4234.2,2433.1399999999994,-3738.5200000000004,6171.66,4672.039999999999,-0.09440201710601795,2355.7999999999993,-2316.24,-0.19722387299431196,-0.021512196973976272,9.168002377111812,-0.4957663033706904,0.01017521608234203,-0.09440239328033068,3.761743127272954e-7
2019,8,1,23472.55,-241.22,497.5349579060448,-738.75,22578.06,8797.34,19150.73,5328.2,3427.3300000000017,-3469.1400000000003,6896.470000000002,6171.66,-0.1197003723471481,2433.1399999999994,-3738.5200000000004,-0.0991393836770593,-0.010276684893631071,9.647019900211252,-0.6057559878541593,-0.13308340142784972,-0.11970117568142846,8.033342803609456e-7
2020,8,1,26686.62,3139.56,461.96853361745485,2677.59,25814.69,12378.53,22039.57,6965.34,3775.119999999999,-5413.1900000000005,9188.31,6896.470000000002,0.3882551508235372,3427.3300000000017,-3469.1400000000003,0.9160366816151343,0.1176454717757438,7.786416831761162,-0.5030312609204418,-0.13316514571837829,0.3882553634515258,-2.1262798860499643e-7
2015,9,1,47104.43,360.2,4.519993389824673,355.68,20358.46,3322.29,5023,6507.12,15335.46,3184.83,12150.63,NA,NA,NA,NA,NA,0.007646839161412206,NA,NA,NA,NA,NA
2016,9,1,54928.1,440.84,18.57509078225992,422.26,21151.68,4646.85,7058.01,6342.75,14093.67,1695.8999999999996,12397.77,12150.63,0.034752107503890746,15335.46,3184.83,0.02874644777528682,0.008025764590437317,3.5817706152929225,0.2621123349159673,0.005832364924426083,0.03475251153378385,-4.040298931043407e-7
2017,9,1,64100.83,1252.99,14.058159589611302,1238.93,23065.16,5730.46,7016.43,8662.73,16048.73,2932.2699999999995,13116.46,12397.77,0.09993168126203342,14093.67,1695.8999999999996,0.08890445143103251,0.01954717279011832,4.548200007521107,0.13679072930051125,0.008289497959556167,0.09993182970892255,-1.484468891282953e-7
2018,9,1,63010.2,1287.08,32.79272958274367,1254.28,23237.39,6276,7310.04,8727.26,15927.349999999999,2451.26,13476.089999999998,13116.46,0.09562641139453786,16048.73,2932.2699999999995,0.08019824621636727,0.020426534116698567,3.926179828559643,0.2235565083871715,0.011183393610664664,0.09562696569175344,-5.542972155853088e-7
2019,9,1,66668.22,1344.91,6.142147404749168,1338.77,25727.24,5648.52,7848.38,10121.81,17878.86,4473.289999999999,13405.570000000002,13476.089999999998,0.09934409758320108,15927.349999999999,2451.26,0.08444028667669136,0.020173179964906817,4.185769760820225,0.18189697456754894,0.0025057102897078107,0.0993439382339574,1.5934924367522196e-7
2020,9,1,69080.53,1249.37,25.781972123956447,1223.59,25438.28,6198.38,8496.74,9162.88,16941.54,2964.499999999999,13977.04,13405.570000000002,0.09127474624353905,17878.86,4473.289999999999,0.06987973506140771,0.0180857037431531,3.863810668017983,0.33368890692450964,0.005763536932315243,0.09127459913125988,1.4711227917796332e-7
2015,10,1,36600.75,739.09,58.24327907741244,680.84,23489.16,6355.67,6636.13,8902.38,16853.03,2546.709999999999,14306.32,NA,NA,NA,NA,NA,0.020193302049821383,NA,NA,NA,NA,NA
2016,10,1,34776.56,225.83,42.87066877311274,182.96,21778.62,6499,6701.42,7774.97,15077.199999999999,1275.9700000000003,13801.23,14306.32,0.01278875350194879,16853.03,2546.709999999999,0.01339996427942038,0.006493741761692359,2.0635197350268766,0.17801293414379094,0.01683374580266805,0.012788706755258325,4.6746690464741225e-8
2017,10,1,35356.93,-31.59,21.57260572978777,-53.16,20985.5,6475.79,6360.08,7314.91,14625.42,839.1199999999999,13786.3,13801.23,-0.0038518305977075953,15077.199999999999,1275.9700000000003,-0.0020952166184702733,-8.934599242637865e-4,2.3450594274799035,0.09245335379527769,0.016906828318681292,-0.003852019401878512,1.888041709168474e-7
2018,10,1,35511.21,697.61,14.230302684585215,683.38,20767.86,6577.55,6315.59,6749.43,14452.27,171.8800000000001,14280.39,13786.3,0.04956950015595193,14625.42,839.1199999999999,0.04769845925792217,0.019644782591187404,2.4280471945421054,0.06086622226413178,0.016958602684461362,0.049569478200489965,2.195546196237519e-8
2019,10,1,35571.74,1342.03,2.888215721639466,1339.14,18798.01,7218.54,6688.83,4246.75,12109.179999999998,-2971.79,15080.969999999998,14280.39,0.09377474984926883,14452.27,171.8800000000001,0.09285946083210457,0.03772742069969026,2.461325452679752,0.012036085849196004,0.01680367536443719,0.09377487479532146,-1.2494605262924896e-7
2020,10,1,36086.27,1621.63,-49.82732871394185,1671.46,20722.5,7134.48,6410.79,5393.93,14311.71,-1740.5499999999993,16052.259999999998,15080.969999999998,0.1108323934070554,12109.179999999998,-2971.79,0.13391740811516553,0.044937589836799435,2.9800754468923576,-0.19705562705847174,0.01676677312796054,0.11083221627746372,1.771295916885851e-7
2015,11,1,412144.7,15742.11,-35.56280814084422,15777.67,145971.92,79968.43,61558.32,4835.6,84413.6,-75132.82999999999,159546.43,NA,NA,NA,NA,NA,0.038195590043982125,NA,NA,NA,NA,NA
2016,11,1,481087.33,18540.7,-341.89765648738717,18882.59,164022.05,97676.93,86402.39,2446.8,77619.65999999999,-95230.12999999999,172849.78999999998,159546.43,0.11835169235688947,84413.6,-75132.82999999999,0.2196411478719069,0.03853915670570664,5.699168498914867,-0.4709151436356175,0.004550576046282127,0.1183517403459757,-4.7989086232602673e-8
2017,11,1,560962,28101.09,-669.4542780848669,28770.55,173917.75,103097.28,85692.68,115.41,88225.07,-102981.87,191206.94,172849.78999999998,0.16644827858917274,77619.65999999999,-95230.12999999999,0.3620357265156792,0.050094462726530495,7.22706077300519,-0.5509415429431531,0.007029857862053396,0.16644824548577625,3.310339649620353e-8
2018,11,1,551301.64,25094.46,-1020.9861626837326,26115.45,176997.95,119562.53,89367.67,1161.34,87630.28000000001,-118401.19,206031.47000000003,191206.94,0.13658212405888615,88225.07,-102981.87,0.2844368386446165,0.04551856584355526,6.248809323699034,-0.5385885575073791,0.009914232113708293,0.13658210398996884,2.0068917305771095e-8
2019,11,1,583716.39,24570.48,-143.17659099440732,24713.65,194451.64,118830.29,96021.36,1051.43,98430.28000000001,-117778.86,216209.14,206031.47000000003,0.1199508502269095,87630.28000000001,-118401.19,0.2803880119976793,0.04209318158772276,6.661126610573422,-0.5746752668415169,0.0012092495944880902,0.11995088221714095,-3.1990231449952056e-8
2020,11,1,604900.23,27674.24,-525.8838533672262,28200.12,196794.7,141724.91,103744.3,2161.48,93050.40000000001,-139563.43,232613.83000000002,216209.14,0.13042982364205324,98430.28000000001,-117778.86,0.2811557581671006,0.045750090060306316,6.145468955284897,-0.5447450556438086,0.004465010557643589,0.13042984146445993,-1.7822406689349535e-8
2015,12,1,4033.07,17.36,-11.900917471819012,29.26,1342.39,786.25,638.41,1000.55,703.9800000000001,214.29999999999995,489.6800000000002,NA,NA,NA,NA,NA,0.004304413263345293,NA,NA,NA,NA,NA
2016,12,1,3881.25,-2.67,-19.70814766718611,17.04,1478.56,974.18,640.52,1331.61,838.04,357.42999999999995,480.61,489.6800000000002,0.03479823558242116,703.9800000000001,214.29999999999995,-0.00379272138413023,-6.879227053140097e-4,5.5132958322679615,0.4376327397484069,-0.09196522476521753,0.03479445284101068,3.7827414104754653e-6
2017,12,1,4235.9,44.18,35.82747251042203,8.35,1561.16,933.88,654.11,1382.71,907.0500000000001,448.83000000000004,458.22,480.61,0.01737375418738686,838.04,357.42999999999995,0.05271824733902917,0.010429896834202885,5.054532003245669,0.7437007136763695,0.10023633301743567,0.017379013107463377,-5.258920076516016e-6
2018,12,1,4694.9,28.07,14.168658205834358,13.9,1760.12,981.44,732.1,1605.94,1028.02,624.5,403.52,458.22,0.030334773689494127,907.0500000000001,448.83000000000004,0.030946474836006835,0.005978828090055167,5.176010142770519,0.979507660075946,0.03156798388216999,0.03033770196448353,-2.928274989402041e-6
2019,12,1,5197.7,102.28,40.7985425110759,61.48,1947.93,978.72,783.05,1705.9,1164.88,727.1800000000001,437.70000000000005,403.52,0.15235923869944487,1028.02,624.5,0.0994922277776697,0.019677934471016026,5.056030038326102,1.5476308485329104,0.06532993196329208,0.15236285063670724,-3.6119372623655277e-6
2020,12,1,5709.21,51.32,13.97987138391216,37.34,2139.06,955.68,825.61,1831.48,1313.4499999999998,875.8000000000001,437.64999999999975,437.70000000000005,0.0853095727667352,1164.88,727.1800000000001,0.04405604010713549,0.008988984465451438,4.901114277865531,1.6613662325793923,0.019224774311603948,0.08530986661203527,-2.9384530006448806e-7
2015,13,1,484364.56,24742.85,253.7145630314416,24489.13,135198.25,62027.32,55435.76,42894.52,79762.48999999999,-19132.800000000003,98895.29,NA,NA,NA,NA,NA,0.05108311392559356,NA,NA,NA,NA,NA
2016,13,1,514084.99,27517.76,230.25934720604255,27287.5,142661.31,73108.21,65440.62,30311.94,77220.69,-42796.270000000004,120016.96,98895.29,0.2759231506374065,79762.48999999999,-19132.800000000003,0.3449962507439274,0.05352764724758838,6.4451973603131005,-0.19346522973945476,-0.012034796120068287,0.27592315723826644,-6.60085991421866e-9
2017,13,1,542405.37,29358.29,21.57037360984382,29336.72,147343.36,113464.36,76346.49,41433.91,70996.86999999998,-72030.45,143027.31999999998,120016.96,0.24443811941245636,77220.69,-42796.270000000004,0.38018683852734286,0.054126104983068295,7.024093801803636,-0.3565851859603843,-5.040246173286555e-4,0.24443811629948095,3.1129754052283687e-9
2018,13,1,534559.14,30054.04,-427.47950744323657,30481.52,179742,100633.5,96334.2,16858.8,83407.8,-83774.7,167182.5,143027.31999999998,0.21311676678273778,70996.86999999998,-72030.45,0.4233149996612528,0.05622210481706477,7.529333898804273,-0.5036132257809208,0.005934705495290347,0.2131167633389428,3.4437949714138938e-9
2019,13,1,547975.58,29417.54,-976.8534090070864,30394.4,183166.38,115901.39,108274.38,2036.86,74892,-113864.53,188756.53,167182.5,0.18180371749435498,83407.8,-83774.7,0.3526953114696707,0.05368403460606767,6.569836154412417,-0.5010973038446009,0.011660482329475204,0.1818036780704146,3.94239403900265e-8
2020,13,1,536716.85,27598.51,-1609.2744178260243,29207.78,157783.72,156147.78,99072.33,6952.19,58711.39,-149195.59,207906.97999999998,188756.53,0.154737851983187,74892,-113864.53,0.3685107888693051,0.05142098668972289,7.1665444907333224,-0.6032349185482484,0.014133237258574065,0.15473787538807807,-2.34048910530138e-8
2015,14,1,25209.88,86.84,15.552610981913976,71.29,6693.16,7992.68,3774.24,7023.32,2918.92,-969.3600000000006,3888.2800000000007,NA,NA,NA,NA,NA,0.0034446812122866113,NA,NA,NA,NA,NA
2016,14,1,23802.75,20.58,13.776097374067744,6.8,5764.92,6137.72,3095.26,4992.48,2669.66,-1145.2400000000007,3814.9000000000005,3888.2800000000007,0.001748845247770222,2918.92,-969.3600000000006,0.00705055294423965,8.646059804014242e-4,8.154642813095254,-0.24930303373213875,-0.01421153892678441,0.0017498489373019054,-1.0036895316833418e-6
2017,14,1,24357.42,47.44,11.919783901416425,35.52,5786.15,6262.82,3229.1,5005.75,2557.0499999999997,-1257.0699999999997,3814.1199999999994,3814.9000000000005,0.009310860048756192,2669.66,-1145.2400000000007,0.01777005311537799,0.0019476611233866313,9.12379104455249,-0.3002018401530841,-0.010408110004380232,0.009310916694692802,-5.664593660976991e-8
2018,14,1,24750.16,121.29,20.26651014704065,101.02,8952.55,8976.64,5090.63,8966.36,3861.919999999999,-10.279999999998836,3872.199999999998,3814.1199999999994,0.026485794888467067,2557.0499999999997,-1257.0699999999997,0.04743356602334722,0.00490057438012522,9.679184998337929,-0.32958323282959107,-0.016122021961418737,0.026486709870942544,-9.149824754771385e-7
2019,14,1,25677.77,104.71,0.1857837790855336,104.52,7058.96,7115.5,3983,6278.31,3075.96,-837.1899999999996,3913.1499999999996,3872.199999999998,0.026992407416972276,3861.919999999999,-10.279999999998836,0.02711345651903717,0.004077846323882486,6.648964763640885,-0.0026548215484734367,-0.01807235205112399,0.02699349626075991,-1.088843787633298e-6
2020,14,1,26050.04,74.61,15.906016170849142,58.7,6741.42,5853.25,3757.84,4904.48,2983.58,-948.7700000000004,3932.3500000000004,3913.1499999999996,0.015000702758647127,3075.96,-837.1899999999996,0.02425584207857059,0.0028641030877495774,8.468913770010014,-0.21394273155897414,-0.01899929068771623,0.015001720820605103,-1.018061957975408e-6
2015,15,1,51123.4,566.75,-5.1054921134556634,571.86,10741.58,4739.24,5533.08,4665.02,5208.5,-74.21999999999935,5282.719999999999,NA,NA,NA,NA,NA,0.011085921515392168,NA,NA,NA,NA,NA
2016,15,1,48308.1,289.86,0.829363636393359,289.03,12526.34,4981.17,6110.24,6195.2,6416.1,1214.0299999999997,5202.070000000001,5282.719999999999,0.05471234515552594,5208.5,-74.21999999999935,0.05565133915714698,0.006000235985269551,9.274858404531054,-0.014049580519126388,-0.011174395532112184,0.05471246561688045,-1.2046135450943796e-7
2017,15,1,49428.8,471.08,-8.948629775539343,480.03,11098.86,4472.77,5652.09,4394.08,5446.77,-78.69000000000051,5525.460000000001,5202.070000000001,0.0922767283023873,6416.1,1214.0299999999997,0.07342154891600816,0.009530476159647815,7.703869952151619,0.23337440672655302,-0.007371012063572848,0.09227646490253674,2.6339985055578996e-7
2018,15,1,50227.81,627.42,1.0288089934229945,626.39,13655.19,5114.99,7100.61,5770.93,6554.580000000001,655.9400000000005,5898.64,5525.460000000001,0.11336431717902218,5446.77,-78.69000000000051,0.11519120506281703,0.012491486290164751,9.221577191619987,-0.014241348231640532,-0.013074202483453905,0.11336453272787729,-2.1554885511199107e-7
2019,15,1,52118.81,623.54,-9.87657021037897,633.41,12222.38,4596.69,6300.88,4319.74,5921.499999999999,-276.9499999999998,6198.449999999999,5898.64,0.10738237966717751,6554.580000000001,655.9400000000005,0.09513042788401391,0.011963818820882518,7.951510241693593,0.11120190416774044,-0.01505712444793573,0.10738349351890926,-1.1138517317516028e-6
2020,15,1,52868.25,636.25,4.417609198173328,631.84,13934.2,4509.36,7086.21,4889.61,6847.990000000001,380.25,6467.740000000001,6198.449999999999,0.10193516120965727,5921.499999999999,-276.9499999999998,0.10744743730473699,0.012034633262875166,8.928185425990037,-0.044680524969952146,-0.01595092687551302,0.10193393361273008,1.2275969271946519e-6
2015,16,1,44855.91,2632.84,-120.3159119822306,2753.15,22154.46,8497.76,2861.96,2437.26,19292.5,-6060.5,25353,NA,NA,NA,NA,NA,0.05869549854188667,NA,NA,NA,NA,NA
