event_ID,firm_ID,event_date,event_trade_date,event_year,event_strength,earnings_surprise,alpha,beta,sigma_AR,r_squared,adjusted_r_squared,estimation_observations,CAR_0_p1,CAR_m10_p10,CAR_m1_p1,CAR_m30_p30,CAR_m5_p5
12,590,2017-01-06,2017-01-10,2017,1,-0.01034359416752582,0.0023376173477009958,1.179553083519955,0.00702597925624851,0.7589974354790264,0.7565382256369757,100,0.019180175291811697,-0.024412532503737438,0.011122007150266856,-0.21242931424343262,-0.04902865937861992
13,644,2017-01-06,2017-01-10,2017,2,-0.006488946964094677,4.352043889491122e-4,1.1550177625679028,0.007519527426497752,0.7249946327067492,0.7221884554894712,100,-4.855940740248338e-4,0.011627740618116757,0.008681278018366934,-3.2444514098911516e-4,0.01621118443057821
14,1153,2017-01-06,2017-01-10,2017,4,-0.0021003005217235817,-4.3792156708896866e-5,0.9625341785286254,0.008547719502819117,0.5862412518003061,0.5820192237574521,100,6.75804525197823e-5,-0.07574050444831096,-7.461558716324581e-4,-0.0977549205554488,-0.021601338171556152
15,191,2017-01-10,2017-01-11,2017,4,-0.0034658156962622433,-0.0026240188489870444,0.5931330198083504,0.007835533542459623,0.3967534622937466,0.3905978853783767,100,0.013547772221848157,-0.005255736524122272,0.007539620373525758,0.11456695532933317,-0.01664901233041887
16,353,2017-01-10,2017-01-11,2017,1,-0.010249339658393431,6.528981415700012e-7,1.0087556903944723,0.008246418692416692,0.6320164965156693,0.6282615628066455,100,0.008622187364971081,0.03143597009551883,0.01321853363043014,0.05353284633929074,7.639934892493109e-4
17,566,2017-01-10,2017-01-11,2017,3,-0.00438758275252868,4.985469330149451e-4,0.918429306958013,0.008351097871538891,0.5812808275223195,0.5770081829052003,100,-0.016704444068108983,-0.01153103946662382,-8.905434753094877e-4,-0.1036111440693463,-0.02146515970233453
18,322,2017-01-11,2017-01-12,2017,3,-0.004689676219169719,5.850200442879783e-4,0.9093482869651588,0.0076617697867388986,0.6231690774030408,0.6193238639071535,100,-0.011377830395345262,0.008872568030472266,-0.014595846473157165,0.07972639999288367,-0.004040518901434158
19,1050,2017-01-11,2017-01-12,2017,4,-0.0024990755970368084,4.253064510186768e-4,1.1475197452675159,0.008080616377737555,0.7030430416067169,0.7000128685618876,100,-0.013969090917528513,0.013953749088725001,-0.004198407918728686,0.059397053598449934,0.018753630436046352
20,426,2017-01-12,2017-01-13,2017,5,-0.0010088579679066166,-0.0010163138949743108,0.9160663033732825,0.008205570773217959,0.6043972427239529,0.6003604798946055,100,-0.008942296206189304,0.04244158568778804,-0.010335166086944646,0.07450673135029297,0.018191503917809437
21,1294,2017-01-12,2017-01-13,2017,1,-0.009503114884061999,-9.347276357583693e-4,1.223134749027495,0.008881022826435627,0.6992610096966658,0.696192244489489,100,-0.007353913277113539,-0.07957766511724432,-0.01470983809645805,-0.062105816049832126,-0.040277861426645495
22,279,2017-01-13,2017-01-16,2017,2,-0.006333875486325566,-2.0597059848103994e-4,0.6730621306454786,0.007552001419541465,0.49386299893541585,0.4886983356592467,100,-0.003172962813372899,0.0012548255196597427,0.003519982989347738,-0.05095615080404047,-0.006298212929180829
23,369,2017-01-13,2017-01-16,2017,3,-0.004478976234003662,-8.138375815718876e-4,1.3897055991567873,0.0077832110262107115,0.7965965920517144,0.7945210470726503,100,-7.921641804617718e-4,-0.015655863028859865,-0.005688620618972594,0.04657824314641837,0.0018348896501098491
24,558,2017-01-13,2017-01-16,2017,4,-0.0026921576277799523,8.540519494036101e-5,0.9296806069387548,0.007798225168598566,0.6358253977736821,0.6321093304040257,100,-0.01363107526663825,-0.02075082655692107,-0.020347496981280005,-0.01885604497045539,0.010200491326245535
25,637,2017-01-13,2017-01-16,2017,3,-0.003957147486024965,-5.220776692266375e-4,0.43711945864906687,0.00801211684126007,0.2677445141389176,0.2602725193852332,100,-0.0034115978655143734,0.00900300998614198,-0.0024318891296015036,0.1608924922157886,0.009299770603975136
26,673,2017-01-13,2017-01-16,2017,1,-0.010642454789324182,7.131160866647218e-4,1.3042666688634148,0.007429013925072756,0.7910732545406396,0.7889413489747278,100,0.0110476178552657,0.02618271886204988,0.02045263718609798,-0.02294745696835975,0.041757171044031025
27,1229,2017-01-13,2017-01-16,2017,4,-0.00341255783647479,6.828552147221062e-4,1.3155845923916762,0.0073234826411444085,0.7985572664683498,0.796501728371088,100,-0.007342386893080802,-0.011331356718799666,-0.013384714640036613,-0.028208515150128337,-0.019783347446418555
28,133,2017-01-16,2017-01-17,2017,2,-0.006946772108304824,4.508400863249662e-4,0.7573810370032101,0.00847256407789885,0.495487312701877,0.49033922405597785,100,-0.005591214607571652,-0.03309570860800818,-0.0025477497091106133,-0.0413067292272559,-0.02691070488107128
29,557,2017-01-16,2017-01-17,2017,4,-0.002067441627541491,-4.375893119640162e-4,0.6071230992343672,0.008348256674935774,0.3939448288733634,0.38776059243329564,100,-0.010653397132843582,-0.07316515452341205,-0.004224163514599617,-0.016529471760793283,-0.036704265506718105
30,595,2017-01-16,2017-01-17,2017,4,-0.002355937992535069,3.359243459574006e-4,1.0694900226866826,0.008497021595675305,0.6606798167287159,0.657217365879009,100,-0.007125125274118535,-0.09248766896216302,-0.021838623974231162,-0.14965898008292552,-0.0497113419384816
31,622,2017-01-16,2017-01-17,2017,4,-0.003347750953505732,0.0010900772963334613,1.0852151636308474,0.00858183153623407,0.6627681543086609,0.6593270130260962,100,-0.010536069264891503,-0.015572716869026374,-0.011632709866408224,0.04379468415088089,-0.0229394602654211
32,718,2017-01-16,2017-01-17,2017,4,-0.0028094362047930226,-4.264215304516842e-4,0.4344483855346997,0.008152151251448346,0.25874009950043536,0.25117622296472564,100,-0.009489666591047025,0.02372567553304323,-0.006586086083208398,0.04963778671221754,0.011328988527537099
33,732,2017-01-16,2017-01-17,2017,3,-0.004552420066507355,-0.001781855824140496,0.9587500863936236,0.008079949572178703,0.6337577541951299,0.6300205884216108,100,0.009744649793104621,0.014304753313287202,0.012550592100731076,0.09680003326871224,0.01774799981366797
34,940,2017-01-16,2017-01-17,2017,3,-0.003650123074027668,-6.820309913378819e-4,0.7817987805943101,0.00811414262907237,0.5329172895771641,0.5281511394708087,100,0.008223283193425267,-0.012257023008839366,0.0058791956998693485,0.03755408677169978,-0.015719386320660136
35,1150,2017-01-16,2017-01-17,2017,2,-0.00596742095211859,-4.130484099016662e-4,1.1482558790050041,0.008230991315611082,0.7051758542403259,0.702167444589717,100,-0.010031038543329101,-0.03896465581957232,-0.008385806848445178,-0.0598446926063554,-0.016872011337367362
36,408,2017-01-17,2017-01-18,2017,3,-0.004322494696939377,0.001411794256212822,1.3280248784038624,0.008111824119165856,0.7672851794442807,0.7649105384182019,100,-4.7066755959960897e-4,-0.01948572934307681,0.00247523241114823,0.01700028374485704,0.0030028333853711793
37,410,2017-01-17,2017-01-18,2017,2,-0.005490160941682444,6.966457487238859e-4,1.0474441097271139,0.008347471792487777,0.659505951700416,0.6560315226361346,100,0.022849851844290607,0.020467310620101504,0.026489091349599866,0.047704734543693755,-0.001116316794306339
38,447,2017-01-17,2017-01-18,2017,3,-0.0046322235976285,9.206644273935264e-4,1.4439073590666633,0.007931873194569183,0.8030128256510976,0.8010027524434558,100,-0.006816161666529385,-0.036877174478236,-0.013092507713355288,-0.06334642344715241,-0.025645297552014796
39,1122,2017-01-17,2017-01-18,2017,1,-0.009869472747744629,-2.4065491140961838e-4,1.3212055539400525,0.00802684973350309,0.7692018155278026,0.7668467320127803,100,0.024336497681180486,0.0431798925813386,0.031086978535511962,0.008685923205557949,0.024201768406581548
40,1272,2017-01-17,2017-01-18,2017,3,-0.0049202079435813305,2.540304142661813e-4,1.057469913088883,0.00933518281528845,0.6121793694657253,0.6082220160929266,100,-0.01865353074003428,-0.016057531881692774,-0.016418229185409458,-0.059653981915124964,0.003904672755235881
41,828,2017-01-18,2017-01-19,2017,3,-0.003900464023592739,4.680241976397128e-6,1.272350284787323,0.008148135820823901,0.7447309703417638,0.742126184324843,100,-0.002051597432084041,-0.023666384009576998,-0.016009660179499764,0.074495930149028,-0.03008520757819199
42,836,2017-01-18,2017-01-19,2017,5,1.8655076427210706e-4,-0.0025478888228587966,0.6681592310010706,0.007170366666320861,0.5095440001668411,0.5045393471073192,100,-0.02246012396547245,0.06221101092684306,-0.02275841185052154,0.13699503214571052,-0.030852937928561443
43,28,2017-01-19,2017-01-20,2017,3,-0.004251386321626609,-4.872602962610275e-4,0.8938166176362727,0.007133669859775094,0.649110387774349,0.6455298815271486,100,0.012080923659320671,0.040848160625460005,0.016666835506163206,0.03404108694553961,0.047115916890251186
44,378,2017-01-19,2017-01-20,2017,1,-0.010302086260731052,-6.543031987661504e-4,0.23475736165387187,0.008233409762738762,0.08742300089920943,0.0781109907043035,100,-0.004358213802534426,3.2417115943809987e-4,0.019525897214840972,0.021997754319097902,-0.0035108155630905386
45,390,2017-01-19,2017-01-20,2017,1,-0.0093938309678372,-6.827225771749724e-4,0.45615987147591125,0.007550236446649738,0.3007582809815941,0.2936231613997736,100,0.005794391790634483,0.01810516869368038,0.004265187811235895,0.060018476733584396,0.005537602759781452
46,1020,2017-01-19,2017-01-20,2017,2,-0.006128197806974552,7.170527456333954e-4,0.6563265574024206,0.008228824728903473,0.4284475331021753,0.4226153650726058,100,0.020024119772437246,0.01417352893871799,0.03416328970136635,-0.1409426197016819,0.026549882471017437
47,1262,2017-01-19,2017-01-20,2017,1,-0.00843317052375056,0.001826111770884931,0.7601182956952497,0.008381800281678984,0.492151688563559,0.4869695629366566,100,0.00924903936066567,-0.06033733791319167,-0.00983170980023341,-0.0964859125762566,-0.05062645531282667
48,1263,2017-01-19,2017-01-20,2017,4,-0.0028807234203626856,4.5096134034999444e-4,0.8143521207862198,0.008657178808303356,0.5104458264072486,0.5054503756563022,100,-0.008540682686756718,-0.07143660208776413,4.978520975107694e-4,-0.04715670101713305,-0.054586370340121655
49,56,2017-01-20,2017-01-23,2017,2,-0.005737184725462027,-8.066350988104678e-4,1.1202935407551067,0.007681655534334313,0.7152511567537893,0.7123455563125014,100,0.0059546876824377315,0.004338082098017156,0.0045892835114990024,0.09704501467910812,0.011505274909921027
50,147,2017-01-20,2017-01-23,2017,3,-0.0037466230627043805,4.6656445699471934e-4,1.4805667977985382,0.008504616609795918,0.7816224849437062,0.7793941429533359,100,0.007412467682366822,-0.035241273477242395,-9.522328828153112e-4,-0.16140171413758816,-0.007849591787162309
51,373,2017-01-20,2017-01-23,2017,1,-0.013248404387309232,-7.193461545988932e-5,0.9626591996675841,0.007565979330625148,0.6565775895950393,0.6530732792847846,100,0.018997306855783862,0.01950157809573124,0.02876623292495789,0.11745283735764386,0.05576639216819885
52,750,2017-01-20,2017-01-23,2017,3,-0.005153492510751891,-0.001076738321342912,0.8598510811089447,0.008056982597579795,0.5735731243412066,0.569221829691627,100,0.008631352361235085,0.020578418549138035,0.007428183252180076,-0.01475787161176478,0.01983072723014813
53,902,2017-01-20,2017-01-23,2017,5,-6.65136851906675e-6,6.310616812037574e-4,1.0043735130461535,0.0076302816695094575,0.6717241130742837,0.6683743591260621,100,-0.004792663292688534,-0.012100515614647001,-0.013124854748000537,-0.09824248335288044,0.003303583045806434
54,1251,2017-01-20,2017-01-23,2017,1,-0.013819768316533776,3.473761867924771e-4,0.9922973414592496,0.008136604789344413,0.6372166694361039,0.6335147987160641,100,-9.169800065741019e-4,0.03948120113242523,0.0016431455858865202,0.040211401058435785,0.027589465279400125
55,165,2017-01-23,2017-01-24,2017,2,-0.0065021743437861735,-1.2412358000788663e-4,0.8438110739509499,0.007955360680940004,0.577987441964211,0.5736811913720091,100,-0.0030620602364239175,0.03369253662662345,-0.008404318214110031,0.02218690188349867,0.00389726036565759
56,280,2017-01-23,2017-01-24,2017,3,-0.003996750763317756,5.870527546665931e-5,0.421277739655251,0.0073914763824828285,0.2833878091133918,0.2760754398186306,100,-0.002335266443087649,-0.018904330160938676,-2.015606662048564e-4,-0.07013083017336812,-0.03720015552776335
57,474,2017-01-23,2017-01-24,2017,4,-0.00336849312414011,-4.936639944788259e-4,1.129532029319629,0.00752310354396809,0.7329245759918268,0.7301993165631719,100,0.021972046542339536,0.02310586358293086,0.023838898734090837,0.028640043189374007,0.027899892436310983
58,593,2017-01-23,2017-01-24,2017,2,-0.005678044262935951,9.05237473514128e-5,1.0386828676353628,0.007845770086710798,0.6808802817916838,0.6776239581364969,100,0.013538890895882973,0.03469546751773879,0.008490049858543944,0.09786802842654377,0.033115889492035894
59,757,2017-01-23,2017-01-24,2017,4,-0.0031179947014469034,-0.002649050580916298,1.1841535431223333,0.007995945371764842,0.7275147189036787,0.7247342568516755,100,0.003949678159882605,0.0316690335742361,0.0028629567461968108,0.08584442608184767,-0.010579801835504844
60,1069,2017-01-23,2017-01-24,2017,2,-0.005948568917112894,-4.804782625008554e-4,1.0293614025761195,0.008457023670979917,0.6433066365312684,0.6396669083326079,100,0.007603787623690937,0.027073098765583718,0.006275626230801626,0.08452618013186437,0.016713875596293407
61,253,2017-01-24,2017-01-25,2017,5,1.7661061199416358e-4,-9.93115093419595e-4,0.8828570489439557,0.008262994136855552,0.576220208056108,0.5718959244648438,100,-0.006733019571919826,-0.013267879579646213,-0.0015179296948296646,-0.06862513129329847,0.018135152123231156
62,505,2017-01-24,2017-01-25,2017,1,-0.011427858708159771,-3.846459020136788e-4,1.093812679131009,0.007748017767266813,0.7035997177046885,0.7005752250282058,100,-0.0036102003255669294,0.007674851239880197,1.0245880444849321e-4,-0.06815814909180519,0.012602787119701376
63,519,2017-01-24,2017-01-25,2017,4,-0.0024571632248588434,-7.082401905083904e-4,1.7499106493220857,0.00793419509293159,0.8528083733460738,0.8513064179720542,100,-0.006474613331719362,0.02814544460629314,0.011487189958654942,-0.007345221518245341,0.018642939075003064
64,724,2017-01-24,2017-01-25,2017,2,-0.005907832394614289,-0.0014435093124389514,0.9161751216426594,0.007307894827733402,0.6518152466192222,0.6482623409724796,100,-0.003517082150688869,0.09435870302005073,0.003111955215704962,0.1555565909443666,0.011189834608891143
65,777,2017-01-24,2017-01-25,2017,2,-0.006138505771465948,2.6434004606501005e-4,1.053351129150763,0.007679052403676887,0.6914687606762107,0.6883204827239271,100,-0.01331756038068135,-0.05775054914534808,-0.022278994970157784,-0.05413268661458384,-0.04181293745782393
66,778,2017-01-24,2017-01-25,2017,4,-0.0029957300635011135,7.800849910523915e-4,0.9153684163844934,0.007766707866235292,0.6232777000751463,0.6194335949738723,100,0.0026796774742457122,0.01967899994687506,-0.007434854860935784,0.007661277062352575,-4.10341487074738e-4
67,971,2017-01-24,2017-01-25,2017,4,-0.0027968268676458598,9.705884570920198e-4,1.0880495027986687,0.0074413894974291964,0.7180262253010747,0.7151489418857796,100,-0.024802702243904455,0.034862696089788925,-0.021827487034982454,-0.002926405693119125,0.023042030697663564
68,1129,2017-01-25,2017-01-26,2017,4,-0.002938911502616739,-5.3448804336266185e-5,0.8040422476331216,0.008286460150073364,0.5439230297879774,0.5392691831531609,100,4.935403161077604e-4,0.05511144423433797,-1.3675226853543518e-4,0.04724203598770574,0.02241647695401656
69,1215,2017-01-25,2017-01-26,2017,1,-0.009718800608529223,-4.946390601300289e-4,0.7791540474560376,0.0066633413216301155,0.6339647505325545,0.6302296969665602,100,-7.56315328927738e-5,0.09686606811879005,0.008987835661834712,0.14320761682343058,0.05536311236630148
70,374,2017-01-26,2017-01-27,2017,2,-0.006721408973501378,4.521791086006548e-4,1.5548073165602108,0.008311793351925017,0.8097349269302222,0.8077934465927755,100,-0.018958762983834684,-0.010750248168693962,-0.0015868472607906605,-0.052596594061926905,-0.011759449214810733
71,1319,2017-01-26,2017-01-27,2017,2,-0.006097730753167202,-6.020380832282146e-4,0.7377264056187304,0.007517027722043456,0.5394752083666721,0.5347759757989852,100,0.01299206351964424,-0.0022417049327634886,0.011233302141661494,-0.001114295084094509,0.0353224975763203
72,48,2017-01-27,2017-01-30,2017,4,-0.0034762702629867674,-8.410170169593237e-4,1.4356536259214443,0.008664324856558119,0.7634481962108611,0.7610344022946455,100,-0.006289053118452192,-0.009383574275589677,-0.020495122351848034,-0.04741584360883688,0.009900487098859509
73,316,2017-01-27,2017-01-30,2017,4,-0.0033895742241151165,-4.784646860949663e-5,0.8398443672179184,0.0075440442510367476,0.5929734960221005,0.5888201643488566,100,-0.010996287783976192,0.013793810372549994,0.0013642489273205417,0.05445171135160589,-0.0038442387553793943
74,397,2017-01-27,2017-01-30,2017,3,-0.003723574308949201,0.0011072781520359656,1.0274804287377641,0.009008095689589208,0.6046402243572858,0.6006059409323602,100,0.00848150734667957,-0.04677417951482799,-2.1716910046509167e-4,-0.12520858796645318,-0.030148109493306492
75,272,2017-01-30,2017-01-31,2017,5,-0.0015731338446580859,3.0287349491926204e-4,1.377042567031308,0.00901070745366963,0.735383461558726,0.7326832927991211,100,-0.013570037815584721,0.024596170768805523,0.00310851237814486,0.05643637204500391,0.041831780822670625
76,275,2017-01-30,2017-01-31,2017,2,-0.00630219743382058,-3.2790798449415086e-4,1.2504391533128354,0.00784353927318245,0.7515078725639499,0.7489722386105209,100,0.008010352080517393,-0.022429826487257873,-0.007415085555218921,-0.03320179947207696,-0.022945885919727904
77,443,2017-01-30,2017-01-31,2017,2,-0.005979132997161761,0.0018695581145360188,1.109763892854821,0.007628117033605378,0.7157900644488635,0.7128899630656886,100,-0.01079489244204412,-0.021739741836642255,-0.017722093576316846,-0.098680837617253,-0.017408335616955897
78,568,2017-01-30,2017-01-31,2017,5,-0.0010047521660794456,-7.265452409870708e-4,1.1850754057933215,0.008172253922117225,0.714468091496657,0.7115545005935617,100,-0.0010967261319536157,-0.00856187696890586,0.006724560700007955,0.02362884907760427,-0.01521826133019621
79,604,2017-01-30,2017-01-31,2017,1,-0.01036263344777773,-6.075868106205061e-4,0.8993504772150389,0.008360383488736621,0.5792968845908114,0.5750039956580646,100,-0.0019540416260559034,0.05044551719026735,0.006999493065497221,0.007505581141026154,0.020948143592734964
80,693,2017-01-30,2017-01-31,2017,5,-0.001105891141766073,0.0010058686780944162,1.185422378028401,0.00841859234548681,0.7023208796648798,0.6992833376206439,100,0.006781679458847027,2.6679462690295326e-4,0.0075298220890789545,-0.013602432987419543,0.01072358248284993
81,1291,2017-01-30,2017-01-31,2017,1,-0.009286245814213074,-4.4893920915990124e-4,1.264426174668059,0.008665575349882442,0.7169903530740748,0.7141024995340144,100,0.0054108167344094835,0.061818492905429505,0.008632077692052332,0.13318617312779954,0.02474914440803693
82,450,2017-01-31,2017-02-01,2017,2,-0.005908017713172799,5.478253001777908e-4,0.624474707423538,0.008521777857650254,0.39977028653051044,0.3936454935359238,100,-0.008901883954223465,9.445771366426813e-4,-0.022346368372030183,-0.014806940898399287,-0.012479341939636568
83,647,2017-01-31,2017-02-01,2017,2,-0.005818694044507039,5.924671700911553e-4,1.0039043953827138,0.008266852930731958,0.6465257371881342,0.6429188569553601,100,-0.002842648106859587,0.01436984454024052,-4.380322417727803e-4,0.1131361042488056,-0.004328319408440094
84,365,2017-02-01,2017-02-02,2017,1,-0.008280062553156461,-4.200033801690107e-4,1.0811000844584098,0.008055333191489534,0.6789147371722511,0.675638356939315,100,-0.007902443538049858,0.05060532577615619,-0.005588378891239608,0.09714376427432453,0.011737767309516893
85,607,2017-02-01,2017-02-02,2017,5,-0.0014513476660417803,6.463968992413561e-4,0.6375218653091845,0.008625042555227369,0.39074687841275324,0.3845300098251283,100,-0.018577184268480502,-0.04691070725157316,-0.02400949514689752,-0.0789395532950045,-0.0063411582163881
86,131,2017-02-02,2017-02-03,2017,5,-5.814819795101196e-5,-0.0014168871816580848,1.2216936541722712,0.00824433145918647,0.7207054570295984,0.717855512713574,100,-0.017577955500052443,-0.02676306826033738,-0.02836422292959899,0.0711987429465119,-0.015971472770333308
87,571,2017-02-02,2017-02-03,2017,3,-0.003685626488184069,-2.871275801086435e-4,1.16468830685816,0.00835873030329256,0.6952612861307261,0.6921517074177743,100,-0.02410261188595922,0.05711853749386668,-0.029235284236107134,0.1039552469157363,0.013254911246941123
88,967,2017-02-02,2017-02-03,2017,4,-0.002393121625677946,-3.1596003791068875e-4,1.0704805873079073,0.007806614011447566,0.6884347598453071,0.6852555227008714,100,-0.002005587150243387,0.05573832682951327,0.0036671119698197347,-0.01197102150358328,0.04074193353158186
89,1128,2017-02-02,2017-02-03,2017,3,-0.00423906186436181,0.0012154972216562537,0.9927757667335715,0.0078202899760270745,0.6544357628164221,0.6509095971308754,100,0.0021249019578889958,-0.030026999636660046,0.008987934157911746,-0.04434047282394715,0.027878625974395194
90,1158,2017-02-02,2017-02-03,2017,5,-0.0014492195027943691,4.724147011343165e-4,1.050107574283832,0.008190136941898856,0.6589150486202306,0.655434589932682,100,-8.238121059332502e-4,-0.027770504304043896,0.002876691353365605,-0.03338392969052455,-0.016105231897529736
91,1159,2017-02-02,2017-02-03,2017,2,-0.007204778733239793,-1.3510362973102885e-5,1.7086868855243207,0.007404388701592267,0.8622189751948397,0.8608130463702972,100,-0.013368589813309968,-0.01739541755933296,-0.014654793316180052,0.08481472850296809,-0.013376453972371166
92,1247,2017-02-02,2017-02-03,2017,2,-0.0069057378673876395,4.3616624236448784e-4,0.9137642097387194,0.008084144998804822,0.6002157520185235,0.5961363209166717,100,0.0010022540267089802,-0.11436667095346754,-0.00706548199227228,-0.12689090539237607,-0.0594035479554308
93,245,2017-02-03,2017-02-06,2017,5,6.869267659742295e-4,-7.373650726250874e-4,1.0096041533752926,0.007044295620133067,0.7071912446474506,0.7042034002050777,100,0.0064375588056912805,-0.01958836464145778,0.017839548110524246,-0.0013860628117244888,-0.013395676903078711
94,490,2017-02-03,2017-02-06,2017,5,-0.0016322678466441697,-7.071438240133972e-4,0.816817813597164,0.0089540396751759,0.49455349550077016,0.48939587810792096,100,-0.004778155364145953,-0.027518028455456138,-0.008418250663777145,0.16071561394659142,-0.014700699384018905
95,812,2017-02-03,2017-02-06,2017,5,-1.6919758047462568e-5,-3.4649270158860384e-4,1.1076804744569417,0.008292008685402858,0.6772260660445386,0.6739324544735645,100,-0.018891964812669724,-0.0027034067878359365,-0.017647693692595116,-0.02340246297602169,-0.005102022798322848
96,1012,2017-02-03,2017-02-06,2017,2,-0.007385678544611612,-7.522718770026799e-4,0.7981025145516036,0.007984154463954497,0.540199765942198,0.5355079268191592,100,0.009894541564626365,0.09089119312899438,0.0238301459231669,0.1231742631560414,0.07887602761195023
97,1104,2017-02-03,2017-02-06,2017,3,-0.004067183561960073,4.816490901608568e-5,1.311320399434828,0.008560308579508994,0.7339775556891073,0.7312630409512411,100,0.011974038195478081,0.05527096236088248,0.016703343870935198,0.04454481610151823,0.05841851020559895
98,1220,2017-02-03,2017-02-06,2017,4,-0.002179503567149738,6.114572498371654e-4,1.4926153212131688,0.00824493465148838,0.7939599921058319,0.7918575430456873,100,0.00985665537457766,0.04774895335779504,0.004656932687893354,0.015175782272245327,0.020267386811127053
99,35,2017-02-06,2017-02-07,2017,3,-0.004986939260662179,0.0010514390837731938,1.468212233322485,0.007346171213085971,0.8261707629868353,0.8243969952622112,100,0.02008731272641484,0.010084526032010271,0.020550086528582458,-0.066348842965607,0.03484969152418021
100,120,2017-02-06,2017-02-07,2017,5,-0.0017336767742905123,-3.617266258230371e-4,1.2768385556691821,0.007132061702679524,0.7922545442232573,0.7901346926336987,100,-0.018911657919275158,0.023527723126215122,-0.009245305005350042,-0.006893903739161082,0.009715186933405812
101,618,2017-02-06,2017-02-07,2017,4,-0.0034749266995599618,7.798202447840746e-5,1.6368324926763171,0.006962984094581983,0.8679903143543999,0.8666432767457714,100,0.0012394950441198815,-0.0039024197990897773,-0.00964242647154289,-0.011661435989881567,0.016292070750221852
102,931,2017-02-06,2017-02-07,2017,4,-0.003452020482252428,4.382429421846819e-4,1.1736618891638453,0.00824102125578978,0.7070303142878547,0.7040408276989553,100,-3.520137177345922e-4,0.005729579039567886,-0.020560517810545985,-0.001120566210733091,0.005216289977434235
103,1297,2017-02-06,2017-02-07,2017,1,-0.016751184228629836,1.2246096720584755e-4,1.1190058391660211,0.007373103024648406,0.7326676562432668,0.7299397751845247,100,0.006984576417010469,0.020950016815588206,0.006612846843817348,0.0823705345329855,0.016019540895352423
104,962,2017-02-07,2017-02-08,2017,5,5.715592135344946e-5,4.7709484537996277e-4,0.7172737178732438,0.007245780574340839,0.5378476613521116,0.533131821161827,100,0.004733004981226922,0.010778094987594071,0.007910076702735705,0.03252130988297648,0.02970870510284248
