month_ID,year,month,month_date,R_F,R_M,R_Me,SMB,HML,SL,SN,SH,BL,BN,BH,market_return_coverage
25,2017,1,2017-01-01,7.595918721511793e-5,0.055543864586442844,0.055467905399227725,0.025579887286186216,0.0015391777044446858,0.08536137339486273,0.08303448261990448,0.07861085653501251,0.04599536053158122,0.06844745735931902,0.0558242328003208,1
26,2017,2,2017-02-01,7.595918721511793e-5,2.9932699094859053e-4,2.233678037334726e-4,-7.270687644413062e-4,0.02241424668114031,-9.211181375978963e-4,-0.0012224614185462513,0.01810850131835247,-0.018064737159553063,0.028476728468308107,0.007734136746777194,1
27,2017,3,2017-03-01,7.595918721511793e-5,0.006036741010054053,0.005960781822838935,0.0065004098930752435,-0.007527861260191258,0.02316451671086431,0.012778998200368775,0.0045951777604558,0.018378756257407147,-0.019233665952377133,0.02189237268743314,1
28,2017,4,2017-04-01,8.202927112379008e-5,0.06322312172111455,0.06314109244999076,0.006406927264071882,0.0025202785431406582,0.07977453164103414,0.06301635371403219,0.07367273278613236,0.06491664245697162,0.05626719549385672,0.0760589983981547,1
29,2017,5,2017-05-01,7.595918721511793e-5,0.018307819076817212,0.018231859889602093,-0.006380200471665216,0.016338637097669903,0.006684432991570144,0.023140421036483297,0.020212746374256494,0.016143850642916364,0.017741539718819404,0.035292811455569825,1
30,2017,6,2017-06-01,7.595918721511793e-5,0.018809076526217015,0.018733117339001897,0.021579173682892656,0.0017463979270938845,0.06600399397471726,0.031065421236810862,0.042436943856540045,0.030470505157459655,-0.013232018267894103,0.05753035112982464,1
31,2017,7,2017-07-01,7.595918721511793e-5,0.04894076995221824,0.04886481076500312,-0.015429265561476932,0.0251337758887117,0.025183164663985468,0.04626358082913529,0.04891376135425673,0.03725953616257731,0.0655922761195015,0.06379649124972946,1
32,2017,8,2017-08-01,7.595918721511793e-5,-0.02638838329926466,-0.02646434248647978,0.030653802449705864,-0.019954574197405595,0.03388709738778044,0.0010594056029094184,-0.017071426217148633,-0.028126574748541307,-0.028882556288611645,-0.017077199538423425,1
33,2017,9,2017-09-01,7.595918721511793e-5,0.008434289843149922,0.008358330655934805,0.007796834488702559,-0.014228037781252378,0.021761004400433437,0.01374930385715999,0.0045935219448525605,0.01202726594962651,0.0039473879440091635,7.386728427026308e-4,1
34,2017,10,2017-10-01,7.595918721511793e-5,-0.0720882966045484,-0.07216425579176351,-0.004802103906803953,-1.1374202909715525e-4,-0.10063286562966463,-0.09156772249571817,-0.06402109765705309,-0.05730666171405052,-0.09036279860311713,-0.09414591374485635,1
35,2017,11,2017-11-01,7.595918721511793e-5,-0.08095903937021433,-0.08103499855742945,0.015834157697939152,0.012150682829292922,-0.07673908494817713,-0.05504118610389973,-0.060163637065747615,-0.08296755435276405,-0.08123719028227014,-0.07524163657660773,1
36,2017,12,2017-12-01,7.595918721511793e-5,0.1110432026793477,0.11096724349213258,-0.03369454080966894,0.02298298134271884,0.09147744049536402,0.0917030101041029,0.08821375084758308,0.10858098033109717,0.10608621088064388,0.15781063266431578,1
37,2018,1,2018-01-01,7.595918721511793e-5,0.013789797308519815,0.013713838121304698,0.0017972600676848752,-0.0012517694624000677,0.010187077937239964,0.010718459358264133,0.01857629828215621,0.015652880995925475,0.01367705265247111,0.004760121726209092,1
38,2018,2,2018-02-01,7.595918721511793e-5,-0.023249948673843796,-0.023325907861058915,0.01054213190643629,-0.006766939417638375,-0.023746800934911293,-0.016537477193486284,-0.013000567861445954,-0.026832491822382554,-0.006966146155645214,-0.05111260373112464,1
39,2018,3,2018-03-01,8.202927112379008e-5,-0.07359263421729773,-0.07367466348842151,0.003858905710089122,0.030061331955452922,-0.055696423031307805,-0.0513453913239373,-0.058479253613676986,-0.10021465893901518,-0.03957396171443407,-0.03730916444574017,1
40,2018,4,2018-04-01,8.202927112379008e-5,-0.0823962850659314,-0.08247831433705519,0.02947921753878776,-0.006886925682401235,-0.048248051672866735,-0.057336388660030664,-0.05808172887726611,-0.08702197156908514,-0.07411970452795343,-0.09096214572948821,1
41,2018,5,2018-05-01,8.202927112379008e-5,0.037270123907624256,0.03718809463650047,0.011465161899072804,-0.016339450984449617,0.05367578578662978,0.04421930999792368,0.036596489527198274,0.04160473014612558,0.0324862450317499,0.026005124436657843,1
42,2018,6,2018-06-01,7.595918721511793e-5,-0.00552733234447615,-0.005603291531691268,-0.0018546120512962635,0.008970194238991173,-0.012205204154361153,-0.006163590722268019,-0.001582373654867424,0.0041640212367093955,-0.030032932829515212,0.011481579215198013,1
43,2018,7,2018-07-01,7.595918721511793e-5,0.02294888645313285,0.02287292726591773,-0.01796130118472851,0.018618280225770216,0.013834870245716769,0.014239196204211957,0.013808732845717252,0.013566762191253226,0.031370480615785096,0.05082946004279317,1
44,2018,8,2018-08-01,8.202927112379008e-5,-0.09223726195638048,-0.09231929122750426,0.03296375592654096,-0.02058192843170717,-0.04288618704514401,-0.06076992116838844,-0.07966961518089008,-0.09641221625806573,-0.08501212993024572,-0.100792644985734,1
45,2018,9,2018-09-01,8.202927112379008e-5,0.05727438422952734,0.05719235495840355,-0.024733582331735025,0.015770176032615435,-0.005978315986651326,0.04391523488783923,0.046879303994448396,0.06810350339780152,0.0441272310111072,0.04678623548193266,1
46,2018,10,2018-10-01,8.202927112379008e-5,-0.006816611358307289,-0.0068986406294310795,0.022955359307455587,0.019054597090480085,0.014313764915139299,0.018452135292849673,0.027967471825136404,-0.009675943879515677,-0.013236305401173097,0.014779543391447391,1
47,2018,11,2018-11-01,8.202927112379008e-5,0.0029975507584211808,0.0029155214872973907,1.6384299362676863e-4,-0.008562484903077944,-4.3811183951406437e-4,-2.672212778822068e-4,-9.83215442772336e-4,0.007995661117477033,-0.001591533573105361,-0.008584205085420585,1
48,2018,12,2018-12-01,8.202927112379008e-5,0.04613546952094829,0.0460534402498245,-0.0017486022213089036,0.027793182287650285,0.028605258978269158,0.060410016132677234,0.05975979929050142,0.041697780440051804,0.04619349592220265,0.0661296047031201,1
49,2019,1,2019-01-01,7.595918721511793e-5,0.038893794228437785,0.038817835041222666,0.009138603753901367,0.03544151908273555,0.022465691162694496,0.061179019412521345,0.07237674539183646,0.03228620619934105,0.04306124837033693,0.05325819013567021,1
50,2019,2,2019-02-01,7.899422916945401e-5,0.034260489312707025,0.03418149508353757,-0.0023589032124426493,0.029067401269755433,0.016163383242513193,0.04447586892848049,0.050727427919390264,0.0304320172486202,0.03400859736783771,0.05400277511125399,1
51,2019,3,2019-03-01,8.202927112379008e-5,-0.0038242397880408493,-0.00390626905916464,0.05609981446779609,0.010185069364239064,0.061439318634769015,0.06176619620587911,0.048414928502462914,-0.0152335676998535,3.93606478645548e-4,0.018160961160930723,1
52,2019,4,2019-04-01,8.202927112379008e-5,0.002509538989916216,0.0024275097187924258,0.030184680027364328,0.019658895611503243,0.011241877075179176,0.037615480186295645,0.04666477594812247,-0.005957595225117528,0.012988391227676184,-0.002062702875054336,1
53,2019,5,2019-05-01,8.202927112379008e-5,-0.010723013975846855,-0.010805043246970646,0.004692799122503672,0.015173945513841453,-0.0022920561389322656,2.7775287171316376e-4,3.136491147982813e-4,-0.022863220154658647,0.0022052030154330986,0.004878965619293713,1
54,2019,6,2019-06-01,7.595918721511793e-5,0.006126103072205347,0.006050143884990229,-0.013100217301787809,0.013715962232927486,-0.025809291911988365,0.0023703491868467346,0.0027936434135647156,0.0053265634201771555,0.009173236613130308,0.0041555525604790484,1
55,2019,7,2019-07-01,8.202927112379008e-5,0.021564336272563735,0.021482307001439944,0.04219845773098834,-0.043572373067749165,0.09068748922281003,0.04719680635900221,0.030937837414453908,0.02614608012190011,0.01732969388664311,-0.0012490142052420834,1
56,2019,8,2019-08-01,8.202927112379008e-5,0.018872218709807355,0.018790189438683564,0.014512934674179988,-0.015522959623578428,0.060492999446996945,0.04012577756341439,0.011531313444503772,0.023312523199507648,0.004070473278023513,0.04122828995484396,1
57,2019,9,2019-09-01,8.202927112379008e-5,0.005956638260025326,0.005874608988901536,0.03235633500737044,0.02404523152449706,0.030759272337156213,0.055974340582228624,0.04509703789413745,-0.008563571351125952,0.018136091001650027,0.025189126140886926,1
58,2019,10,2019-10-01,7.595918721511793e-5,-3.2865014554110005e-4,-4.04609332756218e-4,-0.0049979439616253665,0.018895751831107883,-0.006717689360134555,0.005174646067350011,0.003516893673196498,-0.009007930546454827,0.007426622729312998,0.018548990082429884,1
59,2019,11,2019-11-01,7.595918721511793e-5,0.03699717705003492,0.0369212178628198,-0.024239328181460257,0.02642030202977952,-0.001378206922029413,0.02046888079582528,0.034329085294426825,0.04089983001488031,0.02720477183974005,0.058033141857983105,1
60,2019,12,2019-12-01,7.595918721511793e-5,0.048802861629813135,0.048726902442598016,0.026100726851991163,0.030613847258523598,0.08000297670403228,0.08734496367027848,0.08740944334098298,0.026122241831970275,0.07038949161528324,0.07994346971206677,1
61,2020,1,2020-01-01,8.202927112379008e-5,0.008981773411648136,0.008899744140524345,0.01570829105570003,0.007874815408340488,0.02851603770990704,0.023941260173699838,0.026555137584738337,-2.2884548855192795e-4,0.0146347223364993,0.017481685453297757,1
62,2020,2,2020-02-01,8.202927112379008e-5,0.0019115676627233023,0.0018295383915995123,2.3318624558995942e-4,0.005769571331526021,-0.004997309686765971,4.914852860868178e-4,0.007840689463824673,-0.002375103977909139,0.008684370769732521,-0.0036739604654477402,1
63,2020,3,2020-03-01,8.202927112379008e-5,0.00699856400201636,0.00691653473089257,0.06939042367762026,0.008941711161308055,0.07930310637832505,0.08600366041447698,0.0683392304810487,-0.005495589777258045,0.007618607575613629,0.023351708442634414,1
64,2020,4,2020-04-01,7.595918721511793e-5,-0.04246806314180964,-0.04254402232902476,0.01481747634033707,0.005377036907407033,-0.01601577724054738,-0.024848523793372056,-0.03380990194491762,-0.058967921646352686,-0.029738987226327198,-0.030419723127168386,1
65,2020,5,2020-05-01,7.595918721511793e-5,-0.025469256805395264,-0.025545215992610382,-0.004507614019794937,-0.006088650894999978,-0.020080715905758002,-0.03281680745577002,-0.03299255231968976,-0.019651359672842275,-0.03379904890008024,-0.01891682504891047,1
66,2020,6,2020-06-01,7.595918721511793e-5,0.030843234256626613,0.030767275069411494,-0.0384468078728875,0.032909302756610255,-0.027111588477121397,0.005895399308000174,0.015862705210306964,0.028758490751721592,0.029625646330612914,0.05160280257751375,1
67,2020,7,2020-07-01,7.595918721511793e-5,-0.024531529034890146,-0.024607488222105265,0.020960111587308913,-0.018748790911614296,0.015068299437978525,-0.011755989955342572,-0.016505564885474985,-0.017948347089248095,-0.0342531784864945,-0.02387206458902318,1
68,2020,8,2020-08-01,7.595918721511793e-5,-0.00731515598630862,-0.007391115173523738,-0.03068411644155083,0.023827348722723823,-0.046620410890856216,-0.028794703133857538,-0.026207245498385236,-0.023405045259162437,0.009998548266901712,0.003836486793814233,1
69,2020,9,2020-09-01,7.595918721511793e-5,0.011754668186324322,0.011678708999109205,0.007943649518406377,0.0255875987739812,0.015816874502797017,0.011003901583198606,0.042324492648918875,0.00220366167018552,0.016239417437483784,0.026871241072026063,1
70,2020,10,2020-10-01,8.202927112379008e-5,-0.012356021089815629,-0.01243805036093942,0.03114645758315026,-0.03540166991692633,0.03951527545841469,0.009811150413611271,-0.006803999225473707,-0.002683039844064105,-0.021066801264806055,-0.027167104994028364,1
71,2020,11,2020-11-01,8.202927112379008e-5,0.047188437264609945,0.04710640799348616,-0.024931786796059386,0.0042629614427529446,-0.004024765692664455,0.01842068297576331,0.03549277697519412,0.04802117211570834,0.059633330197407144,0.01702955233335566,1
72,2020,12,2020-12-01,8.202927112379008e-5,-0.10243759683336678,-0.10251962610449057,0.015226891285530009,0.011157262949641894,-0.08593244358123502,-0.09025073106389486,-0.0779128047094381,-0.10240916416687884,-0.10925321190488714,-0.08811427713939199,1
