relative_day,event_strength,events,AAR,CAAR,standard_deviation_AR,standard_deviation_CAR,standard_error_AAR,standard_error_CAAR,t_AAR,t_CAAR,p_AAR,p_CAAR,significance_AAR,significance_CAAR
-16,1,793,3.8834787797369005e-4,0.003096063075367728,0.008044410082826487,0.032562433735443215,2.8566537797282805e-4,0.001156325926323514,1.3594502796577224,2.677500352527354,0.17439087124576638,0.007570942184246376,,***
-15,1,793,6.24978691810285e-5,0.0031585609445487564,0.008384356326159735,0.03381230678205361,2.9773722302950303e-4,0.0012007102195907408,0.20990949181666657,2.6305772142302115,0.8337922990387444,0.008689602975844597,,***
-14,1,793,1.8732417011632603e-4,0.0033458851146650824,0.007894514632247912,0.03503038221348199,2.8034243444992763e-4,0.0012439653464348143,0.6681977007294065,2.6896931849864933,0.504202082589059,0.007302285203863009,,***
-13,1,793,-2.0296527593982774e-5,0.0033255885870711,0.008322804971238367,0.036529792378796444,2.9555147032827146e-4,0.0012972109626081206,-0.06867341100160744,2.563645145570466,0.9452669169756405,0.010541435750714883,,**
-12,1,793,6.669456920396027e-4,0.003992534279110702,0.008284376509332936,0.037643928423094546,2.9418683563385616e-4,0.0013367750935923209,2.267082041936373,2.986691103274186,0.023654009352199763,0.002907109867677437,**,***
-11,1,793,1.9160150496820128e-5,0.004011694429607523,0.008193166082977595,0.03872142620431029,2.909478584246403e-4,0.0013750381617062886,0.06585424137700908,2.91751497618757,0.9475104906434875,0.0036281436895318803,,***
-10,1,793,7.436722706843904e-5,0.004086061656675961,0.007939636836878811,0.04052340739306738,2.819447709181257e-4,0.0014390283899624486,0.2637652290066222,2.8394586828009607,0.7920294416304914,0.004634780401799024,,***
-9,1,793,-1.8506805922819807e-4,0.0039009935974477637,0.0077511503115665365,0.041399932308201465,2.7525141814996383e-4,0.001470154702346613,-0.67236005711465,2.6534578920307674,0.5015506046505214,0.008126848041299239,,***
-8,1,793,3.867553280416679e-4,0.004287748925489432,0.008207460444054198,0.04220485670850696,2.914554660699225e-4,0.0014987384058979404,1.326979154849277,2.8609054846502775,0.184898010785349,0.004335561264907629,,***
-7,1,793,1.662653447736658e-4,0.0044540142702630976,0.007976409794732364,0.04327010712797538,2.832506169399291e-4,0.0015365665574441677,0.5869902299592408,2.8986796886114954,0.5573775518816988,0.0038509002916070705,,***
-6,1,793,3.3836523359296493e-4,0.004792379503856062,0.008019035717597243,0.04442134084219795,2.847643078434587e-4,0.0015774480653139033,1.1882290872596712,3.0380585004568155,0.23509935310535637,0.0024592763377894,,***
-5,1,793,1.713471751303111e-4,0.004963726678986373,0.008000493446038233,0.04535151440155013,2.841058524739733e-4,0.0016104794969138336,0.6031103324279744,3.0821421126430835,0.5466079582920014,0.002126363853565648,,***
-4,1,793,2.261858662276195e-5,0.004986345265609135,0.008160381862085111,0.04635290210408882,2.897836566054429e-4,0.001646039816887296,0.07805335500186075,3.0292980852908182,0.9378053260570878,0.0025308744825052595,,***
-3,1,793,4.2298379090526515e-4,0.005409329056514401,0.008218258717663416,0.04763417624518679,2.918389240090716e-4,0.001691539195714955,1.4493741448009072,3.1978739069230167,0.14762895880613663,0.0014394690820923497,,***
-2,1,793,2.3661615433225963e-4,0.00564594521084666,0.00834264906600803,0.04917669974091036,2.962561547954403e-4,0.001746315811141181,0.7986877251398843,3.2330608099786673,0.42471094009501975,0.0012754232190837083,,***
-1,1,793,-5.460466818959746e-5,0.005591340542657063,0.008084861315648752,0.05016950013915292,2.871018433686323e-4,0.0017815711869978883,-0.19019267709642076,3.138432291374776,0.8492068858726635,0.0017614801302356466,,***
0,1,793,0.006763312964783518,0.012354653507440581,0.007838814327994341,0.0508722958194913,2.783644586500903e-4,0.0018065281933655939,24.29661098827684,6.838893272085416,7.07910880952391e-98,1.59571244891812e-11,***,***
1,1,793,3.436733455885893e-5,0.01238902084199944,0.008292124525704011,0.05235522746552235,2.944619757625162e-4,0.001859188640161524,0.11671230035682505,6.663670686436153,0.907117630935223,4.999941350648281e-11,,***
2,1,793,2.2646713210431132e-4,0.01261548797410375,0.00790198168932172,0.05338676949040146,2.806075974214037e-4,0.0018958197715183197,0.8070598735935625,6.654370928941356,0.4198742838064159,5.308640979858778e-11,,***
3,1,793,-7.804215345504085e-5,0.01253744582064871,0.007925665815618588,0.05441975276517253,2.814486454063883e-4,0.0019325020831594244,-0.2772873656661396,6.487675190575417,0.7816318181323283,1.5349170866739127e-10,,***
4,1,793,5.163421842050905e-4,0.0130537880048538,0.007928324223348304,0.055540596367462336,2.81543048232835e-4,0.001972304406511896,1.833972415394457,6.618546286138446,0.06703314125883553,6.682238597353958e-11,*,***
5,1,793,4.029735992066867e-5,0.01309408536477447,0.00793361422042896,0.05664552207287438,2.8173090153717445e-4,0.0020115414687723425,0.14303493049856808,6.50947821262958,0.886298975741682,1.3376546221644318e-10,,***
6,1,793,-3.239336487408911e-5,0.01306169199990038,0.008471208791833437,0.057701706636411935,3.0082144451735543e-4,0.002049047682334992,-0.10768303079609814,6.374518325027913,0.9142744030068791,3.1144143995483704e-10,,***
7,1,793,-3.5253437874916565e-5,0.013026438562025464,0.007981952419170579,0.0588368016572115,2.8344744130477396e-4,0.002089356088397485,-0.12437380881844218,6.23466657232976,0.9010508687592143,7.357627724577166e-10,,***
8,1,793,3.6030664896744577e-4,0.01338674521099291,0.008470357885117788,0.05976305833644457,3.007912279339089e-4,0.002122248427506085,1.1978628879649835,6.307812524438554,0.2313287534224132,4.702712615214065e-10,,***
9,1,793,-2.5015789345122374e-4,0.013136587317541686,0.00837293744222676,0.061358317526579914,2.973317265715707e-4,0.0021788977423498807,-0.8413427532127428,6.029005887800058,0.40040989707360086,2.52818468752972e-9,,***
10,1,793,2.3892182066893096e-4,0.013375509138210617,0.008008138825969319,0.062405783827970684,2.843773478757831e-4,0.002216094361346144,0.8401577075445994,6.035622567121104,0.4010735177152823,2.431104066773814e-9,,***
11,1,793,6.524933863781153e-4,0.014028002524588731,0.007949565575038455,0.06317174992807603,2.822973507480902e-4,0.0022432946150935367,2.3113691455091687,6.253303703492293,0.021068334682942794,6.5674049520778165e-10,**,***
12,1,793,-2.1331538515315132e-4,0.01381468713943558,0.008083926692357362,0.0638432110971524,2.870686539224146e-4,0.0022671389003404772,-0.7430814275208312,6.0934454158767695,0.45765273652117955,1.7238939889617013e-9,,***
13,1,793,-6.678177748942669e-5,0.013747905361946155,0.00799836529564058,0.06384114367420339,2.8403027963749816e-4,0.0022670654839989333,-0.23512203549093028,6.064185379284185,0.8141747934423335,2.0521575385238026e-9,,***
14,1,793,-1.8751346212340746e-4,0.013560391899822747,0.008177759205137764,0.06511824995419474,2.904007441507307e-4,0.002312416857739072,-0.6457058595761717,5.864164090674032,0.5186568924442894,6.625994464249655e-9,,***
15,1,793,1.0961595868764826e-4,0.013670007858510394,0.007699287954439065,0.06592594204814824,2.734097318486887e-4,0.002341098844973594,0.4009219348063012,5.839141686759742,0.6885857350912901,7.654046977521346e-9,,***
16,1,793,-1.0110243578838481e-4,0.01356890542272201,0.008197220431253895,0.0670443416151985,2.9109183255336544e-4,0.002380814378089952,-0.3473214445817536,5.699270614119817,0.7284421158906582,1.69730176928245e-8,,***
17,1,793,-8.50587931194851e-5,0.013483846629602525,0.007924278136393145,0.06814677028609352,2.8139936747222533e-4,0.002419962768054758,-0.3022707331702889,5.571923174851679,0.7625250481958616,3.454005838309818e-8,,***
18,1,793,3.956457785288257e-4,0.01387949240813135,0.008511223474972143,0.06921614279095668,3.02242407579356e-4,0.002457937299145315,1.3090346311675205,5.6468049095302755,0.19090229037231934,2.278332245686153e-8,,***
19,1,793,-1.4388205681280444e-5,0.01386510420245007,0.007976212024409662,0.07034421840671189,2.832435939098492e-4,0.0024979964388259983,-0.05079799151913007,5.550489979467847,0.9594992996498297,3.887408660984783e-8,,***
20,1,793,3.369455778718865e-4,0.014202049780321956,0.00789938047293213,0.07123052322827286,2.805152255189931e-4,0.0025294700458703316,1.2011668074290416,5.614634497652397,0.230045588140208,2.7258876177964368e-8,,***
21,1,793,-2.27351043290696e-6,0.01419977626988905,0.008252002073193229,0.07246761114699349,2.930371856979025e-4,0.002573400325934172,-0.0077584366212510815,5.517904123500248,0.9938116790765678,4.649228217484009e-8,,***
22,1,793,1.7866567432817573e-4,0.014378441944217226,0.007803555148534359,0.0733534796189315,2.77112368475206e-4,0.002604858437749062,0.6447408872843633,5.519855411659943,0.5192818149740518,4.599790318783927e-8,,***
23,1,793,-3.431391990462458e-4,0.01403530274517098,0.007849550013397155,0.07436420150538095,2.7874569401686254e-4,0.002640750224312054,-1.2310116583378965,5.314892190846008,0.2186839408240135,1.3886976658731954e-7,,***
24,1,793,-1.1569231177729275e-4,0.013919610433393686,0.008277002988360035,0.0753482920465844,2.939249942267142e-4,0.0026756963040765,-0.39361168342170794,5.2022385396230355,0.6939736935850359,2.5096734416934225e-7,,***
25,1,793,-3.32384433738715e-4,0.013587225999654971,0.008372801930652568,0.07571751054684298,2.9732691441447496e-4,0.002688807637455202,-1.1179090005803165,5.0532532749402925,0.2639448381738734,5.396802941103453e-7,,***
26,1,793,2.6321994835075066e-4,0.013850445948005722,0.007828801543848407,0.07659964972319667,2.78008894259643e-4,0.0027201333181009076,0.9468040547829366,5.091826145372746,0.34402741227126055,4.434593057752889e-7,,***
27,1,793,3.706290708763746e-4,0.014221075018882097,0.008164897461023082,0.07738845695476451,2.8994401022542347e-4,0.002748144684208981,1.278278073715752,5.174791233007973,0.20152587914013334,2.8940692194346045e-7,,***
28,1,793,1.4364302784106547e-5,0.014235439321666203,0.00801957655558781,0.07837899909275195,2.847835135636304e-4,0.0027833198668927024,0.050439376227785285,5.114553843054569,0.9597849762625987,3.947657320798161e-7,,***
29,1,793,-8.290292402453293e-5,0.014152536397641672,0.008062919086894127,0.07886667030190252,2.863226519790564e-4,0.002800637579298472,-0.2895437138888928,5.05332660757438,0.772241112854272,5.394795191887201e-7,,***
30,1,793,6.722846343083415e-5,0.014219764861072506,0.007920021167737799,0.07982279976929897,2.8124819808286955e-4,0.002834590732218642,0.23903606810318245,5.016514271159934,0.8111394552012113,6.4988882458535e-7,,***
-30,2,793,3.636104247016781e-5,3.636104247016781e-5,0.007842801539852586,0.007842801539852586,2.7850604869470715e-4,2.7850604869470715e-4,0.130557460567135,0.130557460567135,0.8961585493949935,0.8961585493949935,,
-29,2,793,2.445787369893288e-5,6.0818916169100674e-5,0.007960221026571571,0.010974718567765308,2.82675736926609e-4,3.897236833436693e-4,0.08652272021946782,0.1560565055921142,0.9310727647023755,0.876028249268618,,
-28,2,793,2.1940564085228648e-4,2.8022455702138716e-4,0.0077910409779661655,0.013431012430674441,2.766679772484321e-4,4.769492359367979e-4,0.7930286802049111,0.587535393512027,0.4279986109394135,0.5570116519522003,,
-27,2,793,-1.60400950687289e-5,0.00026418446195265825,0.008204879043396516,0.015626070849834976,2.913637978447843e-4,5.548980459210859e-4,-0.05505177783711413,0.47609549879407737,0.9561110975210816,0.6341376459504838,,
-26,2,793,5.967727046221357e-4,8.60957166574794e-4,0.008045536682973748,0.017458873718013395,2.857053847170862e-4,6.199827841053817e-4,2.0887695386388234,1.3886791514979433,0.037047210236658086,0.165320731817631,**,
-25,2,793,1.7410473792900017e-4,0.0010350619045037942,0.007678217100752829,0.019261707492128785,2.7266148389507695e-4,6.840032885553364e-4,0.6385380708776511,1.5132411229921403,0.5233080774746999,0.13061735057423707,,
-24,2,793,-1.1810121582469765e-4,9.169606886790966e-4,0.007882080882366783,0.021190564029021457,2.7990089904548636e-4,7.524989925278523e-4,-0.42193939436223515,1.218554041645653,0.673183759454683,0.22337634576417645,,
-23,2,793,3.081122198617766e-4,0.0012250729085408732,0.008408530792448547,0.022815931881418876,2.985956834981491e-4,8.102174973180571e-4,1.0318709776783712,1.5120296865916256,0.30244755594758954,0.13092520564979326,,
-22,2,793,3.488356506679959e-4,0.0015739085592088688,0.008199819744481425,0.02459062412066258,2.9118413687250963e-4,8.732386665634306e-4,1.197989885076494,1.8023807459223895,0.2312793367613233,0.07186560429834249,,*
-21,2,793,2.312007103056981e-5,0.0015970286302394389,0.007843217295662938,0.026410721694173113,2.7852081261642243e-4,9.378722265051719e-4,0.08301020959037149,1.702821114759423,0.933864396626638,0.08899391009879382,,*
-20,2,793,1.9500724509126385e-4,0.0017920358753307027,0.008071816312409403,0.027652037600183834,2.866386017209966e-4,9.81952646799912e-4,0.6803244361381467,1.82497178572793,0.4964978759115106,0.06838182474654024,,*
-19,2,793,-1.6559082839453075e-4,0.001626445046936172,0.007933924502548729,0.029035881306247673,2.817419199783167e-4,0.0010310943776761115,-0.5877394049393675,1.5773968728273609,0.5568747548157307,0.11510354505175585,,
-18,2,793,2.890661997573949e-4,0.0019155112466935668,0.008123820284101151,0.029830530854636123,2.884853169028999e-4,0.0010593132105375714,1.002013561247176,1.8082576783135738,0.31664307953618076,0.07094559095437743,,*
-17,2,793,-4.8508568906836016e-4,0.0014304255576252066,0.007844375233145722,0.03120804454149189,2.785619321820938e-4,0.001108230155840804,-1.7413926061916578,1.2907296828969212,0.08200305756698544,0.1971740791802326,*,
-16,2,793,1.614315530967783e-4,0.0015918571107219849,0.00810744300361671,0.03228256436008333,2.879037426206859e-4,0.001146387473401294,0.5607136316719052,1.3885855765668802,0.5751513579670436,0.16534919073417523,,
-15,2,793,-6.2989507117847e-5,0.001528867603604138,0.007731941232595934,0.03390073694804672,2.745692837550053e-4,0.001203850466859655,-0.22941206771712944,1.2699813188529283,0.8186078883032617,0.2044642724383988,,
-14,2,793,1.3105501952014162e-4,0.0016599226231242795,0.008210358984243792,0.03557097549819609,2.915583962500481e-4,0.0012631623768469148,0.44949835506621943,1.3141007471009,0.6531951786798603,0.18919277281551558,,
-13,2,793,4.185338187858981e-4,0.0020784564419101775,0.008271426572159369,0.03709663872600285,2.9372696988120027e-4,0.0013173402666043113,1.4249076921849455,1.5777673351379322,0.15457781769024273,0.11501837546437313,,
-12,2,793,7.365008009410542e-5,0.002152106522004283,0.008321992534121199,0.0378442453949156,2.95522619840322e-4,0.0013438885578340057,0.24921977253010388,1.6014025191738457,0.8032554027866547,0.10968655226259684,,
-11,2,793,1.8116808930132013e-4,0.002333274611305603,0.007894909152240557,0.03911143935449997,2.8035644426564516e-4,0.0013888879347556708,0.6462062599483483,1.6799588742313225,0.518332983163866,0.09335967939885904,,*
-10,2,793,1.6724637427696336e-4,0.0025005209855825665,0.008370148696678044,0.04012918985346477,2.9723269531346206e-4,0.0014250293146673549,0.5626782548285446,1.7547154713559447,0.5738132262029857,0.07969465014919357,,*
-9,2,793,3.607520039324282e-4,0.002861272989514995,0.007914776142741494,0.04141134206147514,2.8106194178407085e-4,0.0014705598745653266,1.28353202729091,1.9457031563306733,0.1996811553895844,0.05204384051073874,,*
-8,2,793,6.052134925266451e-4,0.0034664864820416396,0.008033343167787947,0.042537836470288415,2.852723802968111e-4,0.0015105628639411309,2.121528526164895,2.2948309963065094,0.034187321003811555,0.02200351170405732,**,**
-7,2,793,-2.4985467443428423e-4,0.0032166318076073557,0.008117027380453156,0.04337357064748838,2.8824409382151073e-4,0.0015402406547494728,-0.8668162844960203,2.088395600835868,0.386305208023342,0.03708099912860075,,**
-6,2,793,-4.155490459798017e-5,0.003175076903009376,0.008347614488773532,0.04468210582331182,2.9643248212789816e-4,0.0015867081013047337,-0.14018337093048722,2.001046632583865,0.8885507525821775,0.04572817127899187,,**
-5,2,793,-6.338944665424954e-4,0.0025411824364668803,0.008071307588560573,0.04513500960041218,2.8662053640743563e-4,0.0016027911859981534,-2.2116156591145457,1.5854731787062672,0.027278041977862332,0.11325803245296838,**,
-4,2,793,1.1871025377877503e-4,0.0026598926902456554,0.008053853261940507,0.04621461470520676,2.860007150955128e-4,0.001641129087366575,0.4150697795952382,1.6207699386486603,0.6782032351029852,0.10546502592225757,,
-3,2,793,1.3742667684650702e-4,0.002797319367092162,0.007978538994120862,0.04720642500393724,2.8332622702716137e-4,0.0016763493037587056,0.48504749556182974,1.668697186690161,0.6277767858488208,0.09557263722370656,,*
-2,2,793,2.5313022601005476e-4,0.003050449593102217,0.008271328362186664,0.04881555200534235,2.937234823428122e-4,0.0017334910790200138,0.8617977152899883,1.7597146186796144,0.38905968880959785,0.0788422366800324,,*
-1,2,793,3.196289906591554e-4,0.0033700785837613725,0.00832483079618807,0.04984474087634042,2.956234094815475e-4,0.001770038647432363,1.0812032484832916,1.9039576275071985,0.27993581732693457,0.05727786642344251,,*
0,2,793,0.0031225524809621336,0.006492631064723506,0.00842541235011985,0.051447125750928746,2.991951651883278e-4,0.0018269410027504278,10.436507150764449,3.553826344117825,5.579993412002954e-24,4.0215755766241813e-4,***,***
1,2,793,1.0400367562882012e-4,0.006596634740352326,0.007910140598141074,0.05253928462920733,2.8089732876872796e-4,0.0018657247016863987,0.37025512519006465,3.5356956652767333,0.7112913996274941,4.3032563876587105e-4,,***
2,2,793,-1.5911189654815233e-5,0.006580723550697511,0.008111513994315648,0.05391738421680978,2.880483077391672e-4,0.0019146624529351925,-0.05523792095742181,3.437014989566025,0.9559628495373683,6.188353451376322e-4,,***
3,2,793,-7.452702150376394e-4,0.005835453335659871,0.00798216132482003,0.055108736259090824,2.8345485976190093e-4,0.001956968604405946,-2.6292377405829574,2.9818839824623917,0.008723603772601793,0.0029526242111621343,***,***
4,2,793,2.2308258287255498e-4,0.006058535918532427,0.008465446579312929,0.056227796808117056,3.0061682235107067e-4,0.001996707609680493,0.7420828319848031,3.0342629482450336,0.4582571609366546,0.0024900659727471255,,***
5,2,793,2.767830686850186e-4,0.006335318987217445,0.008479066422797615,0.0569874163307841,3.011004771743485e-4,0.002023682489854923,0.9192382266626261,3.1305894175482156,0.35825085351666197,0.0018086027828414606,,***
6,2,793,1.9643105506643545e-6,0.00633728329776811,0.007635439406851978,0.05797265749675186,2.7114240344403424e-4,0.002058669429502793,0.00724457158199456,3.0783394395178254,0.9942215431061332,0.002153358867242824,,***
7,2,793,3.8994559058323753e-4,0.0067272288883513465,0.008356079679564553,0.05964237961034875,2.967330898669407e-4,0.002117963000290355,1.314129107603384,3.1762730923198847,0.18918323473424706,0.0015496093429178733,,***
8,2,793,1.8067234061592074e-4,0.006907901228967267,0.007614678730624516,0.06028487569854366,2.7040517021494385e-4,0.0021407787053564216,0.6681541646274926,3.226817051049263,0.504229854777219,0.001303208492578626,,***
9,2,793,1.7950331962618247e-4,0.0070874045485934505,0.008113251761966821,0.0613922012455123,2.881100176778439e-4,0.0021801009884892847,0.6230374114477956,3.2509524035878328,0.5334392977932277,0.0011988096632149761,,***
10,2,793,3.795094516660164e-6,0.007091199643110111,0.007612136291686796,0.06251432461435949,2.7031488556104893e-4,0.002219948757684717,0.014039532113754296,3.194307804881874,0.9888019778245358,0.0014571392400181116,,***
11,2,793,3.5759927960216656e-4,0.007448798922712277,0.007940143662170092,0.06369997672720579,2.8196276881193135e-4,0.002262052498726411,1.2682499931070141,3.2929381289364974,0.2050813597290926,0.0010354420190961681,,***
12,2,793,-1.9272721707713075e-4,0.007256071705635146,0.008221856586064483,0.06452994143291009,2.919666880621352e-4,0.002291525409594702,-0.6601000215343584,3.166481015333151,0.5093815649193858,0.0016020558800488912,,***
13,2,793,4.632728875921725e-4,0.007719344593227318,0.007725908362014757,0.06536854509856671,2.7435505023917393e-4,0.0023213050989258836,1.6885888821376025,3.325433006113337,0.09169188623464103,9.23448011521508e-4,*,***
14,2,793,5.335058291327141e-4,0.008252850422360033,0.007952408061249935,0.06646579107559428,2.8239829039308897e-4,0.002360269446035176,1.8891963842631334,3.4965713072392317,0.059230590633780916,4.975145400518643e-4,*,***
15,2,793,-4.5327502149265526e-4,0.007799575400867377,0.007968437400499958,0.06760218933708112,2.829675089197884e-4,0.0024006241315314234,-1.6018624301532203,3.2489781713107315,0.10958477685651596,0.0012070494407635673,,***
16,2,793,-2.811511377450571e-4,0.00751842426312232,0.008098463558348517,0.06842534365210791,2.875848731697114e-4,0.0024298551983356997,-0.9776283941719787,3.094186134330957,0.328556665336286,0.0020429024577639653,,***
17,2,793,-1.4012726942700208e-5,0.0075044115361796206,0.008215426200419974,0.06941606769213877,2.917383383725077e-4,0.0024650368405503818,-0.04803183229489701,3.044340519675183,0.9617029825635314,0.0024090824026666217,,***
18,2,793,-3.2868088775836425e-4,0.007175730648421256,0.008214989541079465,0.07021153993621727,2.9172283214467154e-4,0.0024932848881923956,-1.126688937379315,2.8780227572082957,0.26021527444240367,0.004109457788892482,,***
19,2,793,3.914781664118206e-4,0.007567208814833077,0.007760169339429103,0.07056762714487158,2.7557169322007835e-4,0.002505929915733779,1.4206036978521464,3.019720849861545,0.15582555944313548,0.0026113304046244874,,***
20,2,793,3.0439882485583115e-4,0.007871607639688907,0.00805662044763091,0.0714167142536737,2.860989807406044e-4,0.0025360818830465377,1.0639633320882698,3.103846012350722,0.2876695873340686,0.001978150335590328,,***
21,2,793,5.467021724481056e-4,0.008418309812137013,0.00787097319275638,0.0726823812321721,2.795064534219676e-4,0.0025810270352799305,1.9559554556071583,3.2616124112872718,0.050821582315063646,0.0011552108111887508,*,***
22,2,793,-3.691125361617083e-4,0.008049197275975304,0.00786560522779041,0.07326473990939372,2.793158313968396e-4,0.0026017071982665763,-1.321488060006486,3.0938136625590285,0.18672028935054502,0.002045437790527578,,***
23,2,793,9.490340503064613e-4,0.008998231326281766,0.00806744681746199,0.07400694860666146,2.8648343640584595e-4,0.0026280638019027264,3.3127012933551065,3.4239013983477182,9.659162168550935e-4,6.490178462814463e-4,***,***
24,2,793,3.1220572315397206e-4,0.009310437049435738,0.008165271835791294,0.07536889717993074,2.8995730466324594e-4,0.002676428013815929,1.076729981045193,3.478680166765009,0.28192877685876366,5.313984677031262e-4,,***
25,2,793,-3.173536110103037e-4,0.008993083438425434,0.00803958833308641,0.07643684330091267,2.8549415261909695e-4,0.0027143518925296962,-1.1115940837979728,3.31316048710403,0.26665003727330383,9.643535322518823e-4,,***
26,2,793,4.980817076569306e-4,0.009491165146082364,0.007507130622220066,0.07746526728034749,2.66586024905183e-4,0.0027508722988462205,1.8683714115699952,3.450238366231387,0.06207932491958203,5.897291955526624e-4,*,***
27,2,793,0.00034140214640212613,0.009832567292484492,0.008158232029436144,0.07859783706425401,2.897073138096478e-4,0.002791091031117336,1.1784381343801504,3.5228400589099724,0.2389759168850431,4.5140516164463067e-4,,***
28,2,793,-5.456881525214652e-5,0.009777998477232345,0.008191412188534064,0.07992270528169604,2.908855758067756e-4,0.0028381384809866225,-0.18759546636439114,3.4452154264978705,0.8512418296378128,6.006315168723735e-4,,***
29,2,793,-2.213428609448682e-4,0.009556655616287477,0.008207260572697902,0.08051346123280347,2.9144836842995205e-4,0.0028591168399122913,-0.7594582262966646,3.3425201386945225,0.44780447540027746,8.691729606140183e-4,,***
30,2,793,8.670954264022282e-6,0.0095653265705515,0.008229927795494625,0.08194074850706523,2.92253305112835e-4,0.0029098012971291386,0.029669311218480647,3.2872782687906628,0.9763382617847536,0.0010561914882587363,,***
-30,3,792,3.3157591679323277e-4,3.3157591679323277e-4,0.0079527144706718,0.0079527144706718,2.8258740368647617e-4,2.8258740368647617e-4,1.1733570303123213,1.1733570303123213,0.24100585375949055,0.24100585375949055,,
-29,3,792,3.222887195182954e-4,6.538646363115282e-4,0.008138702177061783,0.011850342808867712,2.8919618905908975e-4,4.210835959850255e-4,1.1144293448916924,1.552814316553858,0.2654335336462732,0.12086749214820741,,
-28,3,792,-5.305963284848917e-4,1.2326830782663666e-4,0.008146350393360827,0.014357872355008407,2.894679565913895e-4,5.101847785717014e-4,-1.8330054031986585,0.24161502460291948,0.06717745586795801,0.809141100009086,*,
-27,3,792,-3.437816067892113e-4,-2.205132989625747e-4,0.008027028935159582,0.016704991326263553,2.8522805319720597e-4,5.935860195789414e-4,-1.2052867974789336,-0.3714934174477276,0.2284530505581059,0.7103695422824046,,
-26,3,792,1.0929244709368932e-5,-2.0958405425320581e-4,0.007930154877690604,0.018480755189685037,2.817857834557625e-4,6.566850408722525e-4,0.03878564977741225,-0.31915460412319185,0.9690710726488163,0.749693542074128,,
-25,3,792,-1.82343180333097e-4,-3.9192723458630283e-4,0.008068699810213182,0.02053305974428972,2.8670876326597136e-4,7.296105077425193e-4,-0.6359874677564095,-0.5371732320563215,0.5249685568726261,0.5912990279167507,,
-24,3,792,3.8376724181560794e-5,-3.53550510404742e-4,0.008019153428119943,0.022165753531885057,2.8494820924012017e-4,7.87625755259966e-4,0.13467964681687644,-0.448881347573567,0.8928994273647632,0.6536402002241684,,
