month_ID,year,month,month_date,FF_portfolio_type,R_F,portfolio_return,firms
55,2019,7,2019-07-01,BN,8.202927112379008e-5,0.01732969388664311,297
55,2019,7,2019-07-01,BH,8.202927112379008e-5,-0.0012490142052420834,131
56,2019,8,2019-08-01,SL,8.202927112379008e-5,0.060492999446996945,167
56,2019,8,2019-08-01,SN,8.202927112379008e-5,0.04012577756341439,225
56,2019,8,2019-08-01,SH,8.202927112379008e-5,0.011531313444503772,260
56,2019,8,2019-08-01,BL,8.202927112379008e-5,0.023312523199507648,224
56,2019,8,2019-08-01,BN,8.202927112379008e-5,0.004070473278023513,297
56,2019,8,2019-08-01,BH,8.202927112379008e-5,0.04122828995484396,131
57,2019,9,2019-09-01,SL,8.202927112379008e-5,0.030759272337156213,167
57,2019,9,2019-09-01,SN,8.202927112379008e-5,0.055974340582228624,225
57,2019,9,2019-09-01,SH,8.202927112379008e-5,0.04509703789413745,260
57,2019,9,2019-09-01,BL,8.202927112379008e-5,-0.008563571351125952,224
57,2019,9,2019-09-01,BN,8.202927112379008e-5,0.018136091001650027,297
57,2019,9,2019-09-01,BH,8.202927112379008e-5,0.025189126140886926,131
58,2019,10,2019-10-01,SL,7.595918721511793e-5,-0.006717689360134555,167
58,2019,10,2019-10-01,SN,7.595918721511793e-5,0.005174646067350011,225
58,2019,10,2019-10-01,SH,7.595918721511793e-5,0.003516893673196498,260
58,2019,10,2019-10-01,BL,7.595918721511793e-5,-0.009007930546454827,224
58,2019,10,2019-10-01,BN,7.595918721511793e-5,0.007426622729312998,297
58,2019,10,2019-10-01,BH,7.595918721511793e-5,0.018548990082429884,131
59,2019,11,2019-11-01,SL,7.595918721511793e-5,-0.001378206922029413,167
59,2019,11,2019-11-01,SN,7.595918721511793e-5,0.02046888079582528,225
59,2019,11,2019-11-01,SH,7.595918721511793e-5,0.034329085294426825,260
59,2019,11,2019-11-01,BL,7.595918721511793e-5,0.04089983001488031,224
59,2019,11,2019-11-01,BN,7.595918721511793e-5,0.02720477183974005,297
59,2019,11,2019-11-01,BH,7.595918721511793e-5,0.058033141857983105,131
60,2019,12,2019-12-01,SL,7.595918721511793e-5,0.08000297670403228,167
60,2019,12,2019-12-01,SN,7.595918721511793e-5,0.08734496367027848,225
60,2019,12,2019-12-01,SH,7.595918721511793e-5,0.08740944334098298,260
60,2019,12,2019-12-01,BL,7.595918721511793e-5,0.026122241831970275,224
60,2019,12,2019-12-01,BN,7.595918721511793e-5,0.07038949161528324,297
60,2019,12,2019-12-01,BH,7.595918721511793e-5,0.07994346971206677,131
61,2020,1,2020-01-01,SL,8.202927112379008e-5,0.02851603770990704,173
61,2020,1,2020-01-01,SN,8.202927112379008e-5,0.023941260173699838,248
61,2020,1,2020-01-01,SH,8.202927112379008e-5,0.026555137584738337,240
61,2020,1,2020-01-01,BL,8.202927112379008e-5,-2.2884548855192795e-4,224
61,2020,1,2020-01-01,BN,8.202927112379008e-5,0.0146347223364993,280
61,2020,1,2020-01-01,BH,8.202927112379008e-5,0.017481685453297757,157
62,2020,2,2020-02-01,SL,8.202927112379008e-5,-0.004997309686765971,173
62,2020,2,2020-02-01,SN,8.202927112379008e-5,4.914852860868178e-4,248
62,2020,2,2020-02-01,SH,8.202927112379008e-5,0.007840689463824673,240
62,2020,2,2020-02-01,BL,8.202927112379008e-5,-0.002375103977909139,224
62,2020,2,2020-02-01,BN,8.202927112379008e-5,0.008684370769732521,280
62,2020,2,2020-02-01,BH,8.202927112379008e-5,-0.0036739604654477402,157
63,2020,3,2020-03-01,SL,8.202927112379008e-5,0.07930310637832505,173
63,2020,3,2020-03-01,SN,8.202927112379008e-5,0.08600366041447698,248
63,2020,3,2020-03-01,SH,8.202927112379008e-5,0.0683392304810487,240
63,2020,3,2020-03-01,BL,8.202927112379008e-5,-0.005495589777258045,224
63,2020,3,2020-03-01,BN,8.202927112379008e-5,0.007618607575613629,280
63,2020,3,2020-03-01,BH,8.202927112379008e-5,0.023351708442634414,157
64,2020,4,2020-04-01,SL,7.595918721511793e-5,-0.01601577724054738,173
64,2020,4,2020-04-01,SN,7.595918721511793e-5,-0.024848523793372056,248
64,2020,4,2020-04-01,SH,7.595918721511793e-5,-0.03380990194491762,240
64,2020,4,2020-04-01,BL,7.595918721511793e-5,-0.058967921646352686,224
64,2020,4,2020-04-01,BN,7.595918721511793e-5,-0.029738987226327198,280
64,2020,4,2020-04-01,BH,7.595918721511793e-5,-0.030419723127168386,157
65,2020,5,2020-05-01,SL,7.595918721511793e-5,-0.020080715905758002,173
65,2020,5,2020-05-01,SN,7.595918721511793e-5,-0.03281680745577002,248
65,2020,5,2020-05-01,SH,7.595918721511793e-5,-0.03299255231968976,240
65,2020,5,2020-05-01,BL,7.595918721511793e-5,-0.019651359672842275,224
65,2020,5,2020-05-01,BN,7.595918721511793e-5,-0.03379904890008024,280
65,2020,5,2020-05-01,BH,7.595918721511793e-5,-0.01891682504891047,157
66,2020,6,2020-06-01,SL,7.595918721511793e-5,-0.027111588477121397,173
66,2020,6,2020-06-01,SN,7.595918721511793e-5,0.005895399308000174,248
66,2020,6,2020-06-01,SH,7.595918721511793e-5,0.015862705210306964,240
66,2020,6,2020-06-01,BL,7.595918721511793e-5,0.028758490751721592,224
66,2020,6,2020-06-01,BN,7.595918721511793e-5,0.029625646330612914,280
66,2020,6,2020-06-01,BH,7.595918721511793e-5,0.05160280257751375,157
67,2020,7,2020-07-01,SL,7.595918721511793e-5,0.015068299437978525,173
67,2020,7,2020-07-01,SN,7.595918721511793e-5,-0.011755989955342572,248
67,2020,7,2020-07-01,SH,7.595918721511793e-5,-0.016505564885474985,240
67,2020,7,2020-07-01,BL,7.595918721511793e-5,-0.017948347089248095,224
67,2020,7,2020-07-01,BN,7.595918721511793e-5,-0.0342531784864945,280
67,2020,7,2020-07-01,BH,7.595918721511793e-5,-0.02387206458902318,157
68,2020,8,2020-08-01,SL,7.595918721511793e-5,-0.046620410890856216,173
68,2020,8,2020-08-01,SN,7.595918721511793e-5,-0.028794703133857538,248
68,2020,8,2020-08-01,SH,7.595918721511793e-5,-0.026207245498385236,240
68,2020,8,2020-08-01,BL,7.595918721511793e-5,-0.023405045259162437,224
68,2020,8,2020-08-01,BN,7.595918721511793e-5,0.009998548266901712,280
68,2020,8,2020-08-01,BH,7.595918721511793e-5,0.003836486793814233,157
69,2020,9,2020-09-01,SL,7.595918721511793e-5,0.015816874502797017,173
69,2020,9,2020-09-01,SN,7.595918721511793e-5,0.011003901583198606,248
69,2020,9,2020-09-01,SH,7.595918721511793e-5,0.042324492648918875,240
69,2020,9,2020-09-01,BL,7.595918721511793e-5,0.00220366167018552,224
69,2020,9,2020-09-01,BN,7.595918721511793e-5,0.016239417437483784,280
69,2020,9,2020-09-01,BH,7.595918721511793e-5,0.026871241072026063,157
70,2020,10,2020-10-01,SL,8.202927112379008e-5,0.03951527545841469,173
70,2020,10,2020-10-01,SN,8.202927112379008e-5,0.009811150413611271,248
70,2020,10,2020-10-01,SH,8.202927112379008e-5,-0.006803999225473707,240
70,2020,10,2020-10-01,BL,8.202927112379008e-5,-0.002683039844064105,224
70,2020,10,2020-10-01,BN,8.202927112379008e-5,-0.021066801264806055,280
70,2020,10,2020-10-01,BH,8.202927112379008e-5,-0.027167104994028364,157
71,2020,11,2020-11-01,SL,8.202927112379008e-5,-0.004024765692664455,173
71,2020,11,2020-11-01,SN,8.202927112379008e-5,0.01842068297576331,248
71,2020,11,2020-11-01,SH,8.202927112379008e-5,0.03549277697519412,240
71,2020,11,2020-11-01,BL,8.202927112379008e-5,0.04802117211570834,224
